Rank     Team                            W-L-T    Rating
1326        Lambuth                         0-1-0    -17.5836
1327        Western New England             3-1-0    -17.6091
1328        Princeton                       0-4-0    -17.6449
1329        Columbia                        0-1-0    -17.6495
1330        UW-River Falls                  1-3-0    -17.7093
1331        Benedictine KS                  5-1-0    -17.7272
1332        Montana-Western                 1-3-0    -17.7438
1333        Valley City St                  3-1-0    -17.7563
1334        UW-Eau Claire                   0-1-0    -17.8668
1335        Capital                         0-2-0    -17.8739
1336        John Carroll                    2-3-0    -17.9143
1337        Adams St                        0-1-0    -17.9262
1338        Dixie St                        1-2-0    -17.9346
1339        Rowan                           3-0-0    -17.9346
1340        Montana Tech                    2-3-0    -18.0339
1341        Butler                          0-3-0    -18.0682
1342        Quincy                          0-3-0    -18.0799
1343        St Norbert                      3-1-0    -18.0997
1344        Gustavus Adolphus               1-2-0    -18.1083
1345        SE Louisiana St                 0-1-0    -18.1304
1346        Augsburg                        4-2-0    -18.1534
1347        Shippensburg                    0-1-0    -18.1698
1348        Adrian                          0-1-0    -18.1995
1349        Doane                           1-3-0    -18.241
1350        Mesa St                         0-2-0    -18.3297
1351        Trinity TX                      2-3-0    -18.3347
1352        Fayetteville St                 4-2-0    -18.4046
1353        Incarnate Word                  1-4-0    -18.4137
1354        Sterling                        3-1-0    -18.4359
1355        Albion                          0-1-0    -18.459
1356        Southern Oregon                 0-1-0    -18.4903
1357        Simon Fraser                    0-1-0    -18.4903
1358        Faulkner                        3-3-0    -18.5197
1359        Shorter                         0-2-0    -18.5377
1360        Minn St-Moorhead                0-3-0    -18.6436
1361        WPI                             2-2-0    -18.6595
1362        Glenville St                    4-3-0    -18.7361
1363        Concordia NE                    0-4-0    -18.7421
1364        Dixie St                        0-3-0    -18.7902
1365        Grove City                      2-3-0    -18.8356
1366        St Norbert                      4-1-0    -18.935
1367        Concordia AL                    2-2-0    -19.0483
1368        Cornell NY                      0-3-0    -19.0582
1369        Kansas Wesleyan                 4-1-0    -19.0605
1370        Ithaca                          1-4-0    -19.0969
1371        UW-River Falls                  0-1-0    -19.1816
1372        Western New Mexico              0-3-0    -19.1874
1373        West Virginia St                0-4-0    -19.2057
1374        Assumption                      3-2-0    -19.207
1375        Illinois College                4-1-0    -19.2233
1376        Friends                         3-2-0    -19.2646
1377        Wilkes                          2-2-0    -19.2862
1378        Central Oklahoma                0-5-0    -19.3321
1379        Carthage                        2-2-0    -19.4071
1380        Lindsey Wilson                  2-2-0    -19.416
1381        Dakota St                       0-1-0    -19.4298
1382        Doane                           2-2-0    -19.4315
1383        Chapman                         0-1-0    -19.4467
1384        Southern U.                     0-2-0    -19.5229
1385        New Jersey                      4-2-0    -19.5605
1386        Olivet Nazarene                 0-1-0    -19.5814
1387        Dakota Wesleyan                 0-1-0    -19.6104
1388        MidAmerica Nazarene             0-1-0    -19.6104
1389        Morrisville St                  2-1-0    -19.6348
1390        Millikin                        2-2-0    -19.7174
1391        Lincoln MO                      2-3-0    -19.7876
1392        Southern Nazarene               3-3-0    -19.8397
1393        New Haven                       3-2-0    -19.8515
1394        TAMU-Commerce                   0-2-0    -19.8654
1395        William Paterson                0-1-0    -19.8668
1396        Western St CO                   0-2-0    -19.9072
1397        Jamestown                       2-2-0    -19.9476
1398        Christopher Newport             0-2-0    -20.048
1399        William Jewell                  2-1-0    -20.0566
1400        Lambuth                         0-1-0    -20.0588
1401        Emory & Henry                   3-2-0    -20.062
1402        Fort Lewis                      2-3-0    -20.0744
1403        Capital                         2-1-0    -20.077
1404        Curry                           3-2-0    -20.0996
1405        Illinois Wesleyan               2-2-0    -20.1398
1406        Virginia St                     4-1-0    -20.1522
1407        Fort Lewis                      0-1-0    -20.1564
1408        Western St CO                   1-3-0    -20.1777
1409        Bucknell                        0-5-0    -20.273
1410        Whitworth                       3-2-0    -20.3006
1411        FDU-Florham                     2-4-0    -20.3238
1412        Virginia St                     4-1-0    -20.3329
1413        Missouri S&T                    1-3-0    -20.3675
1414        Hobart                          2-2-0    -20.3839
1415        Lakeland                        2-0-0    -20.4291
1416        West Virginia Tech              2-3-0    -20.4315
1417        Mt St Joseph                    3-1-0    -20.4428
1418        Hartwick                        1-4-0    -20.5147
1419        Valley City St                  0-1-0    -20.5184
1420        Carroll WI                      4-0-0    -20.5273
1421        Malone                          0-1-0    -20.5526
1422        Kean                            2-2-0    -20.5772
1423        Bowie St                        3-1-0    -20.6062
1424        Cumberland TN                   2-2-0    -20.6267
1425        Menlo                           2-2-0    -20.7206
1426        Moravian                        0-1-0    -20.758
1427        Heidelberg                      0-1-0    -20.8061
1428        Delaware Valley                 0-1-0    -20.8061
1429        Alfred                          0-1-0    -20.8061
1430        Kean                            0-1-0    -20.8668
1431        Chicago                         3-2-0    -20.9122
1432        Rochester                       1-2-0    -20.9566
1433        Muskingum                       1-3-0    -20.9687
1434        Tarleton St                     0-1-0    -20.9885
1435        East Central OK                 0-1-0    -20.9885
1436        Whittier                        2-3-0    -21.0987
1437        Mississippi Valley St           0-4-0    -21.1521
1438        Marian IN                       0-1-0    -21.2209
1439        New Mexico Highlands            0-1-0    -21.2266
1440        Brevard                         0-2-0    -21.2456
1441        Princeton                       0-1-0    -21.2539
1442        Midland                         0-3-0    -21.2796
1443        Worcester St                    4-1-0    -21.322
1444        Ohio Northern                   0-2-0    -21.3364
1445        Greenville                      3-2-0    -21.3582
1446        Fitchburg St                    1-3-0    -21.4245
1447        Puget Sound                     2-4-0    -21.4307
1448        Iowa Wesleyan                   0-2-0    -21.4993
1449        St Francis PA                   0-3-0    -21.514
1450        Wabash                          3-2-0    -21.5749
1451        Simon Fraser                    0-4-0    -21.5759
1452        Catholic                        3-2-0    -21.6375
1453        WPI                             0-1-0    -21.6682
1454        Savannah St                     0-3-0    -21.8779
1455        Missouri Southern               0-1-0    -21.8875
1456        UW-La Crosse                    1-3-0    -21.9089
1457        St Augustine's                  2-1-0    -21.9215
1458        Texas St-San Marcos             0-1-0    -21.993
1459        Muskingum                       1-2-0    -21.9954
1460        Fayetteville St                 1-2-0    -22.0065
1461        St Vincent                      1-3-0    -22.0106
1462        Lane                            0-3-0    -22.0172
1463        Carleton                        1-2-0    -22.0194
1464        Missouri S&T                    2-3-0    -22.0551
1465        Muskingum                       0-2-0    -22.1443
1466        Plymouth St                     4-1-0    -22.1591
1467        Edinboro                        0-2-0    -22.2642
1468        Simon Fraser                    0-3-0    -22.3513
1469        Southern Virginia               2-2-0    -22.3768
1470        Thiel                           0-2-0    -22.5047
1471        Edward Waters                   0-3-0    -22.5293
1472        Doane                           0-1-0    -22.5354
1473        Hastings                        0-1-0    -22.5354
1474        Rhodes                          2-3-0    -22.6292
1475        Mesa St                         0-3-0    -22.6342
1476        Findlay                         1-3-0    -22.6792
1477        Maine                           0-1-0    -22.6858
1478        Savannah St                     0-5-0    -22.7098
1479        Missouri Valley                 0-1-0    -22.7542
1480        Merrimack                       2-4-0    -22.7566
1481        Bucknell                        0-1-0    -22.8087
1482        Faulkner                        0-3-0    -22.9191
1483        Langston                        0-1-0    -22.9759
1484        Muskingum                       1-0-0    -23.0061
1485        St Francis IL                   0-1-0    -23.0684
1486        Gustavus Adolphus               0-1-0    -23.139
1487        Howard                          1-2-0    -23.1526
1488        Jamestown                       3-2-0    -23.1682
1489        Carleton                        0-1-0    -23.1816
1490        Concordia-Moorhead              0-1-0    -23.1816
1491        Norfolk St                      2-1-0    -23.1905
1492        Mt St Joseph                    2-2-0    -23.1974
1493        Ferrum                          1-4-0    -23.2183
1494        Austin                          3-1-0    -23.2563
1495        St Norbert                      0-1-0    -23.2578
1496        Cheyney                         0-4-0    -23.3598
1497        Mt St Joseph                    0-1-0    -23.4059
1498        Lycoming                        2-2-0    -23.5132
1499        St Joseph's IN                  0-2-0    -23.519
1500        Merchant Marine                 2-2-0    -23.5231
1501        Millersville                    2-3-0    -23.5959
1502        Miles                           0-2-0    -23.6158
1503        Utica                           0-1-0    -23.6206
1504        Curry                           3-1-0    -23.6321
1505        Dakota St                       0-3-0    -23.6321
1506        Westminster PA                  1-3-0    -23.6478
1507        Centre                          3-1-0    -23.7263
1508        Mount Ida                       3-3-0    -23.728
1509        Northeastern St OK              0-1-0    -23.7721
1510        St Paul's                       1-3-0    -23.8006
1511        Salve Regina                    2-1-0    -23.8977
1512        Salve Regina                    0-2-0    -23.9448
1513        Castleton St                    2-3-0    -23.957
1514        Ferrum                          3-2-0    -24.012
1515        Gallaudet                       2-2-0    -24.0381
1516        Union NY                        1-3-0    -24.057
1517        William Paterson                3-1-0    -24.0932
1518        Brockport St                    2-3-0    -24.1994
1519        St Lawrence                     0-2-0    -24.2133
1520        Aurora                          1-0-0    -24.2655
1521        Mississippi Valley St           0-2-0    -24.3169
1522        Texas College                   0-2-0    -24.3444
1523        Johnson C. Smith                2-3-0    -24.3607
1524        La Verne                        1-4-0    -24.4288
1525        Nebraska Wesleyan               0-2-0    -24.4377
1526        Montana St                      0-1-0    -24.443
1527        North Carolina A&T              0-1-0    -24.5896
1528        Delaware St                     1-5-0    -24.6025
1529        Mass Maritime                   2-3-0    -24.6058
1530        Alma                            2-3-0    -24.6146
1531        Martin Luther                   2-0-0    -24.6158
1532        Marietta                        2-3-0    -24.7087
1533        Belhaven                        0-1-0    -24.7155
1534        Howard Payne                    0-2-0    -24.7342
1535        Minot St                        3-1-0    -24.7716
1536        Lane                            0-3-0    -24.7717
1537        Lewis & Clark                   0-1-0    -24.8066
1538        Gustavus Adolphus               0-2-0    -24.8325
1539        Frostburg St                    0-2-0    -24.9052
1540        West Virginia Tech              0-2-0    -24.9286
1541        Monmouth IL                     3-1-0    -24.9346
1542        Southern Conn St                0-1-0    -25.0673
1543        Montana-Western                 0-2-0    -25.0699
1544        Lock Haven                      0-3-0    -25.0957
1545        Menlo                           0-1-0    -25.1521
1546        Willamette                      0-1-0    -25.1521
1547        Greenville                      4-0-0    -25.1791
1548        Greenville                      0-1-0    -25.1995
1549        Lock Haven                      0-3-0    -25.3067
1550        Lincoln MO                      0-1-0    -25.31
1551        SW Oklahoma St                  0-1-0    -25.3556
1552        Westminster MO                  3-2-0    -25.4084
1553        Bluffton                        2-2-0    -25.425
1554        Briar Cliff                     0-4-0    -25.4777
1555        Bluffton                        0-1-0    -25.5134
1556        Castleton St                    3-1-0    -25.555
1557        Hope                            2-3-0    -25.5953
1558        Juniata                         0-4-0    -25.6051
1559        Dordt                           0-4-0    -25.6093
1560        Webber Int'l                    0-1-0    -25.6337
1561        Allegheny                       4-1-0    -25.7438
1562        Benedictine IL                  4-1-0    -25.7956
1563        Anderson                        2-3-0    -25.8059
1564        St Anselm                       0-2-0    -25.8947
1565        Maryville                       1-2-0    -25.9533
1566        Elizabeth City St               2-3-0    -25.9552
1567        North Park                      0-1-0    -26.1143
1568        Buffalo St                      1-3-0    -26.1686
1569        Millersville                    0-1-0    -26.1698
1570        Dakota Wesleyan                 0-1-0    -26.1744
1571        King's PA                       0-3-0    -26.1803
1572        Simpson                         1-4-0    -26.1906
1573        Eastern Michigan                0-1-0    -26.2359
1574        Davidson                        0-4-0    -26.2421
1575        Evangel                         3-2-0    -26.2618
1576        Concordia AL                    0-2-0    -26.3598
1577        RPI                             2-2-0    -26.3835
1578        Pomona-Pitzer                   0-1-0    -26.4467
1579        Frostburg St                    0-3-0    -26.4492
1580        Cornell NY                      0-1-0    -26.4635
1581        Central St OH                   1-4-0    -26.4892
1582        LaGrange                        1-3-0    -26.6086
1583        Waldorf                         0-1-0    -26.6126
1584        Tabor                           2-2-0    -26.6232
1585        OK Panhandle St                 2-1-0    -26.6387
1586        Lincoln MO                      0-5-0    -26.6563
1587        Apprentice                      1-3-0    -26.6775
1588        Maryville                       3-1-0    -26.6907
1589        Luther                          3-2-0    -26.6997
1590        Aurora                          3-2-0    -26.7085
1591        Howard                          0-4-0    -26.7568
1592        Westminster PA                  1-4-0    -26.7725
1593        Lindsey Wilson                  2-2-0    -26.7863
1594        Wooster                         2-3-0    -26.8016
1595        Buena Vista                     1-1-0    -26.8219
1596        Ottawa                          4-1-0    -26.8449
1597        Sterling                        4-2-0    -26.8597
1598        Illinois Wesleyan               0-1-0    -26.8668
1599        Wisconsin Lutheran              4-1-0    -26.8702
1600        Wilmington                      0-3-0    -26.931
1601        Upper Iowa                      0-4-0    -27.0618
1602        Holy Cross                      0-3-0    -27.0618
1603        Montana-Western                 0-2-0    -27.0655
1604        St Anselm                       0-1-0    -27.1216
1605        Gallaudet                       1-3-0    -27.1384
1606        Pomona-Pitzer                   0-3-0    -27.1405
1607        Kentucky Wesleyan               1-3-0    -27.1424
1608        Valparaiso                      0-4-0    -27.1513
1609        North Carolina A&T              0-5-0    -27.2642
1610        Stillman                        1-2-0    -27.2854
1611        McDaniel                        0-1-0    -27.3225
1612        Wilkes                          0-1-0    -27.4407
1613        Minn St-Moorhead                1-2-0    -27.4821
1614        Knox                            1-1-0    -27.4958
1615        Luther                          2-3-0    -27.5737
1616        William Jewell                  0-2-0    -27.613
1617        Trinity TX                      2-2-0    -27.651
1618        Southern Virginia               1-2-0    -27.667
1619        Lincoln PA                      1-2-0    -27.6748
1620        Rowan                           0-1-0    -27.7053
1621        Ripon                           3-2-0    -27.7122
1622        Grinnell                        4-1-0    -27.7531
1623        Oberlin                         2-3-0    -27.8448
1624        Pacific OR                      0-2-0    -28.0597
1625        Trinity Int'l                   0-4-0    -28.0918
1626        Plymouth St                     0-1-0    -28.1848
1627        Simon Fraser                    0-1-0    -28.2302
1628        Tiffin                          0-1-0    -28.2549
1629        Iowa Wesleyan                   1-3-0    -28.2713
1630        Albion                          2-2-0    -28.2963
1631        Belhaven                        1-4-0    -28.3764
1632        Stonehill                       2-3-0    -28.4377
1633        Miles                           0-3-0    -28.4451
1634        UW-River Falls                  0-4-0    -28.4529
1635        Averett                         2-3-0    -28.456
1636        UW-Platteville                  2-3-0    -28.4867
1637        Lawrence                        2-2-0    -28.5092
1638        Bacone                          1-5-0    -28.5399
1639        Olivet Nazarene                 0-4-0    -28.6181
1640        Concordia IL                    4-2-0    -28.69
1641        St Anselm                       1-1-0    -28.6937
1642        Trinity Int'l                   2-1-0    -28.7001
1643        Faulkner                        0-1-0    -28.8307
1644        Nichols                         1-3-0    -28.8516
1645        Montana-Western                 0-3-0    -28.8584
1646        Defiance                        3-3-0    -28.8761
1647        Western Conn St                 0-2-0    -28.9443
1648        Black Hills St                  0-2-0    -29.1635
1649        Wilmington                      0-1-0    -29.2508
1650        McDaniel                        1-0-0    -29.3123
1651        Notre Dame OH                   2-2-0    -29.3612
1652        Virginia-Wise                   1-4-0    -29.3842
1653        Emory & Henry                   2-3-0    -29.3951
1654        Bluffton                        0-1-0    -29.4005
1655        Dordt                           0-5-0    -29.4539
1656        Westfield St                    1-3-0    -29.4691
1657        UW-River Falls                  0-1-0    -29.482
1658        Northern St SD                  0-1-0    -29.5212
1659        Adams St                        0-1-0    -29.65
1660        Quincy                          0-4-0    -29.6931
1661        Brockport St                    0-4-0    -29.7648
1662        Morehead St                     0-2-0    -29.8117
1663        Howard                          0-2-0    -29.814
1664        North Park                      0-4-0    -29.8411
1665        Tuskegee                        0-1-0    -29.8655
1666        Gannon                          0-1-0    -29.8822
1667        Tabor                           2-3-0    -29.8882
1668        Hamline                         0-1-0    -29.8965
1669        Seton Hill                      0-5-0    -29.913
1670        Carroll WI                      3-2-0    -29.9568
1671        Coast Guard                     2-3-0    -30.0413
1672        Minnesota-Morris                2-1-0    -30.1544
1673        Union NY                        0-1-0    -30.1684
1674        Juniata                         0-2-0    -30.2234
1675        Benedictine KS                  0-1-0    -30.3326
1676        Carnegie Mellon                 2-2-0    -30.377
1677        Chapman                         1-3-0    -30.4081
1678        Austin                          1-4-0    -30.5662
1679        Briar Cliff                     0-1-0    -30.6681
1680        Husson                          0-2-0    -30.7172
1681        Methodist                       1-3-0    -30.7725
1682        Texas College                   1-2-0    -30.7755
1683        UMass-Dartmouth                 1-1-0    -30.8792
1684        Claremont-Mudd-Scripps          0-1-0    -30.9141
1685        Slippery Rock                   0-2-0    -30.9537
1686        Westminster PA                  0-1-0    -30.99
1687        Whittier                        0-1-0    -31.2295
1688        St Anselm                       1-4-0    -31.2559
1689        Edward Waters                   0-1-0    -31.2598
1690        Lane                            0-2-0    -31.3056
1691        Crown                           4-1-0    -31.327
1692        Monmouth IL                     3-1-0    -31.5413
1693        Iowa Wesleyan                   0-3-0    -31.5943
1694        Kentucky St                     0-1-0    -31.6067
1695        Greensboro                      2-1-0    -31.6647
1696        VMI                             0-2-0    -31.6683
1697        Cheyney                         1-2-0    -31.6932
1698        Hope                            1-3-0    -31.7542
1699        UMass-Dartmouth                 1-2-0    -31.8638
1700        St Norbert                      0-1-0    -31.8668
1701        Millikin                        0-1-0    -31.8668
1702        Carthage                        0-1-0    -31.8668
1703        Rhodes                          2-3-0    -31.8759
1704        Marist                          0-2-0    -32.0309
1705        Virginia-Wise                   2-4-0    -32.0815
1706        Chowan                          2-2-0    -32.103
1707        Lewis & Clark                   1-3-0    -32.1862
1708        Allegheny                       0-1-0    -32.1864
1709        St Lawrence                     2-2-0    -32.2607
1710        Kalamazoo                       2-3-0    -32.2772
1711        Westfield St                    4-1-0    -32.3031
1712        Hamline                         1-4-0    -32.358
1713        Chowan                          1-4-0    -32.409
1714        Graceland                       0-3-0    -32.4833
1715        SW Oklahoma St                  0-2-0    -32.5809
1716        Malone                          0-2-0    -32.589
1717        OK Panhandle St                 0-2-0    -32.6111
1718        Frostburg St                    0-2-0    -32.7054
1719        Valley City St                  1-2-0    -32.7556
1720        Dakota St                       0-3-0    -32.8497
1721        Whitworth                       0-1-0    -32.9141
1722        Johnson C. Smith                0-1-0    -32.917
1723        Bacone                          0-1-0    -32.9889
1724        Wilmington                      0-2-0    -33.0022
1725        Cornell IA                      0-3-0    -33.0467
1726        Manchester                      0-2-0    -33.0476
1727        New Mexico Highlands            0-4-0    -33.1032
1728        Wagner                          0-1-0    -33.2116
1729        American Int'l                  0-1-0    -33.2302
1730        Waldorf                         0-2-0    -33.2424
1731        Friends                         3-2-0    -33.2667
1732        Denison                         2-3-0    -33.3133
1733        Alma                            1-2-0    -33.3153
1734        Pikeville                       0-4-0    -33.4131
1735        La Verne                        0-3-0    -33.4533
1736        Shaw                            0-1-0    -33.4793
1737        UNC-Pembroke                    0-1-0    -33.501
1738        St Scholastica                  5-0-0    -33.6026
1739        Guilford                        0-5-0    -33.641
1740        Georgetown DC                   0-1-0    -33.6425
1741        Occidental                      0-2-0    -33.6804
1742        Methodist                       1-2-0    -33.7649
1743        Carleton                        2-4-0    -33.778
1744        St Paul's                       1-4-0    -33.7926
1745        St Francis PA                   1-3-0    -33.8522
1746        Sul Ross St                     0-3-0    -33.8567
1747        Minnesota-Crookston             0-1-0    -33.8891
1748        Olivet                          0-3-0    -34.0285
1749        Cheyney                         0-1-0    -34.0511
1750        Grand View                      0-1-0    -34.0684
1751        Peru St                         0-1-0    -34.0684
1752        Presbyterian                    0-2-0    -34.2348
1753        Miles                           1-2-0    -34.2627
1754        Husson                          0-4-0    -34.267
1755        North Park                      0-3-0    -34.3162
1756        Manchester                      0-2-0    -34.5144
1757        Defiance                        0-1-0    -34.5771
1758        Mass Maritime                   3-1-0    -34.6133
1759        Lakeland                        2-3-0    -34.7149
1760        Graceland                       0-2-0    -34.7559
1761        Wash & Jeff                     0-1-0    -34.8209
1762        Evangel                         1-2-0    -34.8632
1763        Juniata                         0-3-0    -34.888
1764        Shenandoah                      1-3-0    -34.9997
1765        Elmhurst                        0-1-0    -35.1143
1766        Millersville                    0-5-0    -35.1652
1767        Juniata                         0-1-0    -35.1791
1768        Washington and Lee              0-1-0    -35.1791
1769        Quincy                          0-4-0    -35.1917
1770        Bethany KS                      1-4-0    -35.3375
1771        Stillman                        0-3-0    -35.377
1772        William Jewell                  2-3-0    -35.402
1773        Moravian                        0-1-0    -35.4242
1774        Millikin                        0-1-0    -35.459
1775        Pacific OR                      0-2-0    -35.5315
1776        Buena Vista                     2-3-0    -35.5581
1777        West Virginia St                0-1-0    -35.5719
1778        Hope                            0-1-0    -35.6594
1779        Mass Maritime                   0-1-0    -35.7798
1780        Earlham                         0-2-0    -35.7985
1781        Lycoming                        0-1-0    -35.8209
1782        Lebanon Valley                  0-1-0    -35.8209
1783        Menlo                           0-1-0    -35.8763
1784        Manchester                      1-3-0    -35.9551
1785        Notre Dame OH                   0-2-0    -35.9679
1786        MIT                             0-2-0    -36.0279
1787        Livingstone                     0-5-0    -36.0695
1788        Carnegie Mellon                 2-3-0    -36.1724
1789        Worcester St                    1-3-0    -36.1955
1790        Bucknell                        0-2-0    -36.1985
1791        Norwich                         0-1-0    -36.2547
1792        Waldorf                         3-2-0    -36.3246
1793        Bridgewater St MA               2-1-0    -36.3985
1794        Central Methodist               0-2-0    -36.6882
1795        Curry                           0-1-0    -36.6918
1796        Westfield St                    0-1-0    -36.7053
1797        Aurora                          3-1-0    -36.7812
1798        RPI                             1-1-0    -36.8228
1799        SUNY-Maritime                   0-1-0    -36.8531
1800        Lock Haven                      0-2-0    -36.9412
1801        Johnson C. Smith                0-2-0    -36.9688
1802        New Mexico Highlands            0-2-0    -36.9825
1803        Brockport St                    0-1-0    -37.0958
1804        Buffalo St                      0-1-0    -37.0958
1805        King's PA                       0-3-0    -37.1181
1806        Macalester                      5-1-0    -37.134
1807        Trinity TX                      0-1-0    -37.1672
1808        UW-Eau Claire                   0-3-0    -37.1724
1809        Kentucky Christian              0-3-0    -37.3239
1810        Southern Virginia               0-2-0    -37.3966
1811        Wilmington                      0-4-0    -37.4305
1812        Buffalo St                      0-1-0    -37.5102
1813        William Paterson                0-3-0    -37.5155
1814        MIT                             0-3-0    -37.5543
1815        Rose-Hulman                     1-4-0    -37.8514
1816        Dubuque                         0-2-0    -37.9371
1817        North Carolina A&T              0-1-0    -38.0102
1818        Lawrence                        0-1-0    -38.0268
1819        Howard Payne                    0-4-0    -38.0281
1820        Plymouth St                     2-2-0    -38.1563
1821        Grinnell                        2-2-0    -38.389
1822        Illinois College                1-3-0    -38.4282
1823        Pacific OR                      0-4-0    -38.5018
1824        Widener                         0-2-0    -38.5042
1825        Monmouth IL                     0-1-0    -38.6231
1826        Dubuque                         0-3-0    -38.7029
1827        Thiel                           0-4-0    -38.7869
1828        Graceland                       1-3-0    -38.8669
1829        Ohio Wesleyan                   2-3-0    -38.9078
1830        Virginia Union                  0-6-0    -38.9083
1831        Augsburg                        0-3-0    -38.9409
1832        Southwestern KS                 0-4-0    -39.0155
1833        FDU-Florham                     1-3-0    -39.0375
1834        Mississippi Valley St           0-2-0    -39.0682
1835        Howard                          0-2-0    -39.2199
1836        Sewanee                         0-3-0    -39.2467
1837        Texas Lutheran                  0-4-0    -39.3232
1838        Olivet Nazarene                 0-3-0    -39.4255
1839        SW Assem of God                 2-1-0    -39.4481
1840        Edward Waters                   0-3-0    -39.4486
1841        Becker                          2-2-0    -39.4945
1842        Doane                           0-1-0    -39.5141
1843        Apprentice                      1-2-0    -39.8414
1844        Oberlin                         2-2-0    -39.8454
1845        Oberlin                         0-1-0    -39.8827
1846        Western Conn St                 0-3-0    -39.8921
1847        Marietta                        0-1-0    -39.9417
1848        Grove City                      3-1-0    -39.9527
1849        Bluffton                        2-2-0    -40.0578
1850        Culver-Stockton                 1-2-0    -40.0589
1851        Pikeville                       2-3-0    -40.0725
1852        Kentucky Christian              0-3-0    -40.0904
1853        Waldorf                         0-3-0    -40.1352
1854        Valparaiso                      0-4-0    -40.211
1855        Bridgewater St MA               0-2-0    -40.2908
1856        Shenandoah                      0-1-0    -40.3268
1857        Minnesota-Morris                0-1-0    -40.4084
1858        Kalamazoo                       1-4-0    -40.4492
1859        Pomona-Pitzer                   1-3-0    -40.6305
1860        Bethany KS                      3-1-0    -40.7181
1861        Merchant Marine                 0-2-0    -40.7406
1862        Salve Regina                    2-0-0    -40.7589
1863        Avila                           1-2-0    -40.8246
1864        Morrisville St                  0-4-0    -40.8997
1865        Pace                            0-3-0    -40.982
1866        Bowie St                        0-2-0    -41.2284
1867        Guilford                        0-3-0    -41.2941
1868        Wisconsin Lutheran              2-3-0    -41.3054
1869        Avila                           0-2-0    -41.3821
1870        Whittier                        0-3-0    -41.394
1871        Olivet Nazarene                 0-3-0    -41.4902
1872        Notre Dame OH                   0-2-0    -41.6019
1873        Martin Luther                   3-2-0    -41.7692
1874        Merchant Marine                 0-1-0    -41.8364
1875        Dickinson                       0-1-0    -41.8378
1876        Central Methodist               2-1-0    -41.8543
1877        William Paterson                1-1-0    -41.9346
1878        Beloit                          1-3-0    -42.0523
1879        Haskell                         1-2-0    -42.0727
1880        Lane                            0-2-0    -42.2226
1881        Pacific OR                      0-1-0    -42.317
1882        Texas College                   0-3-0    -42.325
1883        Hamline                         0-2-0    -42.3505
1884        Endicott                        0-1-0    -42.3985
1885        Loras                           0-4-0    -42.4551
1886        Denison                         0-2-0    -42.6122
1887        SW Assem of God                 0-4-0    -42.8948
1888        Sewanee                         0-3-0    -43.0204
1889        Husson                          1-2-0    -43.0316
1890        Anderson                        1-3-0    -43.0818
1891        Lincoln PA                      0-4-0    -43.1067
1892        Central Methodist               1-2-0    -43.1199
1893        DePauw                          0-1-0    -43.1864
1894        Peru St                         1-3-0    -43.3175
1895        Lock Haven                      0-3-0    -43.4309
1896        Southwestern KS                 2-3-0    -43.4872
1897        Central Methodist               0-2-0    -43.5229
1898        Tabor                           0-1-0    -43.6045
1899        North Carolina Central          0-1-0    -43.6465
1900        Central St OH                   0-3-0    -43.6918
1901        Concordia WI                    2-2-0    -43.7341
1902        Cheyney                         0-3-0    -43.9991
1903        Puget Sound                     0-3-0    -44.0064
1904        Eureka                          2-1-0    -44.0296
1905        Mayville St                     1-2-0    -44.2242
1906        Sewanee                         0-1-0    -44.2266
1907        St Mary KS                      2-3-0    -44.2683
1908        Buena Vista                     0-3-0    -44.2795
1909        Olivet                          0-2-0    -44.3555
1910        Anderson                        0-1-0    -44.5244
1911        Husson                          0-1-0    -44.5948
1912        Western New England             0-1-0    -44.5948
1913        Concordia WI                    0-3-0    -44.6165
1914        Washington U.                   0-1-0    -44.6914
1915        Lake Forest                     2-3-0    -44.7221
1916        Olivet                          0-3-0    -44.7406
1917        Central St OH                   0-3-0    -44.7527
1918        Carnegie Mellon                 0-1-0    -44.8101
1919        New Jersey                      1-3-0    -44.8211
1920        Denison                         2-1-0    -44.886
1921        LaGrange                        0-2-0    -44.9228
1922        Ohio Wesleyan                   0-2-0    -45.0926
1923        Pace                            0-2-0    -45.1831
1924        Morrisville St                  0-3-0    -45.1832
1925        Southern Virginia               0-1-0    -45.2642
1926        Avila                           0-2-0    -45.3177
1927        Thiel                           0-3-0    -45.5001
1928        Carroll WI                      0-1-0    -45.5106
1929        Wagner                          0-1-0    -45.6313
1930        Widener                         0-1-0    -45.6725
1931        Evangel                         0-2-0    -45.8478
1932        Becker                          0-1-0    -45.8804
1933        Hiram                           0-2-0    -45.8834
1934        Cornell IA                      0-5-0    -45.9367
1935        Eureka                          0-1-0    -45.9486
1936        Rochester                       0-1-0    -45.9591
1937        Anna Maria                      0-2-0    -46.0171
1938        UW-La Crosse                    0-1-0    -46.0623
1939        La Verne                        0-1-0    -46.2062
1940        West Virginia St                0-5-0    -46.211
1941        Pace                            0-3-0    -46.2292
1942        Mt St Joseph                    0-1-0    -46.4271
1943        Minnesota-Crookston             1-1-0    -46.4279
1944        Haskell                         0-3-0    -46.7473
1945        SW Assem of God                 0-2-0    -46.869
1946        Edward Waters                   0-1-0    -46.8782
1947        Ohio Wesleyan                   0-3-0    -46.9478
1948        UMass-Dartmouth                 1-2-0    -47.0677
1949        Culver-Stockton                 0-5-0    -47.2799
1950        Hamline                         0-2-0    -47.3736
