Rank     Team                            W-L-T    Rating
1950        DePauw                          0-1-0    -43.4775
1951        Valley City St                  0-1-0    -43.4829
1952        Plymouth St                     1-3-0    -43.5091
1953        Denison                         2-3-0    -43.5298
1954        Wilmington                      0-3-0    -43.5673
1955        Anderson                        0-3-0    -43.6968
1956        Beloit                          0-5-0    -43.7738
1957        Martin Luther                   3-2-0    -44.0337
1958        Oklahoma Baptist                1-4-0    -44.1262
1959        William Paterson                0-2-0    -44.1755
1960        Western Oregon                  0-1-0    -44.3155
1961        Mount Ida                       1-1-0    -44.3192
1962        Rockford                        0-5-0    -44.4074
1963        Kentucky Wesleyan               0-1-0    -44.6341
1964        Norwich                         0-1-0    -44.6578
1965        Pomona-Pitzer                   1-1-0    -44.7545
1966        Plymouth St                     0-1-0    -44.7868
1967        Mount Ida                       0-2-0    -44.9848
1968        Avila                           0-3-0    -45.0322
1969        Wilmington                      0-4-0    -45.1039
1970        Southern Nazarene               0-4-0    -45.1997
1971        Mississippi College             0-1-0    -45.3793
1972        Texas College                   1-1-0    -45.4825
1973        Springfield                     0-1-0    -45.483
1974        Moravian                        0-2-0    -45.4959
1975        Case Western Reserve            0-2-0    -45.547
1976        Oklahoma Baptist                0-2-0    -45.6208
1977        Virginia-Wise                   0-3-0    -45.6632
1978        Maranatha Baptist               0-1-0    -45.7737
1979        Minnesota-Morris                2-3-0    -45.7798
1980        Bethany KS                      0-5-0    -45.8127
1981        WPI                             0-2-0    -45.9012
1982        Warner U.                       0-5-0    -45.9958
1983        Manchester                      1-2-0    -46.0683
1984        Minnesota-Morris                1-3-0    -46.0706
1985        Kentucky St                     0-1-0    -46.1807
1986        Presentation                    1-3-0    -46.1945
1987        FDU-Florham                     0-1-0    -46.3074
1988        Plymouth St                     1-2-0    -46.3502
1989        SUNY-Maritime                   1-4-0    -46.5681
1990        Austin                          0-1-0    -46.6145
1991        Westminster PA                  1-3-0    -46.696
1992        Iowa Wesleyan                   2-3-0    -46.8223
1993        East Texas Baptist              0-4-0    -46.856
1994        Ithaca                          0-1-0    -47.0081
1995        Manchester                      0-1-0    -47.0883
1996        Worcester St                    1-3-0    -47.1581
1997        Bridgewater St MA               0-1-0    -47.2705
1998        Ferrum                          0-5-0    -47.426
1999        Westminster MO                  2-3-0    -47.4965
2000        Grove City                      0-1-0    -47.6197
2001        Warner U.                       0-1-0    -47.659
2002        Graceland                       1-5-0    -47.6908
2003        Nichols                         0-2-0    -47.7473
2004        St Vincent                      0-2-0    -47.7964
2005        Westminster MO                  0-1-0    -47.8293
2006        Pomona-Pitzer                   0-2-0    -48.0208
2007        Earlham                         1-4-0    -48.261
2008        Mars Hill                       0-1-0    -48.4696
2009        Trinity Bible                   0-2-0    -48.4912
2010        Capital                         0-1-0    -48.5158
2011        Heidelberg                      0-1-0    -48.5158
2012        Muskingum                       0-1-0    -48.5158
2013        St Vincent                      0-3-0    -48.629
2014        Dickinson                       0-2-0    -48.6978
2015        Lincoln PA                      0-1-0    -48.7242
2016        Hiram                           1-3-0    -48.7791
2017        WV Wesleyan                     0-1-0    -48.8004
2018        Earlham                         1-2-0    -48.9927
2019        Arkansas Tech                   0-1-0    -49.0642
2020        Apprentice                      0-3-0    -49.0724
2021        FDU-Florham                     0-4-0    -49.1439
2022        McDaniel                        0-1-0    -49.2376
2023        Dordt                           1-3-0    -49.2547
2024        Allegheny                       0-2-0    -49.4582
2025        Avila                           0-1-0    -49.6615
2026        Southwestern TX                 0-3-0    -49.6765
2027        Eastern Oregon                  0-1-0    -49.6874
2028        Westminster MO                  0-4-0    -49.8672
2029        Concordia NE                    0-1-0    -49.8775
2030        Haskell                         0-1-0    -50.0508
2031        Concordia IL                    0-3-0    -50.1035
2032        Cornell IA                      0-1-0    -50.3254
2033        Hiram                           1-3-0    -50.4876
2034        Lawrence                        0-4-0    -50.7407
2035        Upper Iowa                      0-1-0    -50.7822
2036        Lindenwood                      0-1-0    -51.0764
2037        Maine Maritime                  0-1-0    -51.1337
2038        Hastings                        0-2-0    -51.2773
2039        Haskell                         0-3-0    -51.2787
2040        Southwestern TX                 0-3-0    -51.6492
2041        Dickinson St                    1-2-0    -51.8413
2042        Martin Luther                   0-1-0    -52.0072
2043        Bluffton                        1-2-0    -52.0127
2044        Southwestern KS                 0-1-0    -52.0246
2045        Wayland Baptist                 0-5-0    -52.1683
2046        Bethel KS                       0-5-0    -52.1751
2047        Castleton St                    1-1-0    -52.4964
2048        Husson                          0-1-0    -52.7177
2049        Bluefield                       0-5-0    -52.8713
2050        Crown                           2-3-0    -52.9513
2051        Whittier                        0-5-0    -53.0884
2052        Southwestern TX                 0-2-0    -53.1796
2053        Hanover                         0-1-0    -53.4249
2054        Hiram                           0-1-0    -53.4249
2055        Minnesota-Crookston             0-2-0    -53.481
2056        Dickinson St                    0-3-0    -53.5169
2057        Pomona-Pitzer                   0-2-0    -53.679
2058        Castleton St                    0-3-0    -53.6819
2059        Bemidji St                      0-2-0    -53.7232
2060        Northwestern MN                 0-1-0    -53.7827
2061        Apprentice                      0-3-0    -54.1249
2062        Martin Luther                   0-1-0    -54.8293
2063        Husson                          0-2-0    -54.9767
2064        Bethany KS                      0-1-0    -54.9849
2065        Iowa Wesleyan                   0-4-0    -55.5508
2066        Apprentice                      0-1-0    -55.5613
2067        Anderson                        0-3-0    -55.5759
2068        Claremont-Mudd-Scripps          0-2-0    -55.7219
2069        Minnesota-Morris                0-1-0    -55.8164
2070        Martin Luther                   1-2-0    -55.8317
2071        Anna Maria                      1-2-0    -55.9565
2072        Lakeland                        0-1-0    -56.1893
2073        St Vincent                      0-3-0    -56.49
2074        Maranatha Baptist               1-3-0    -57.0848
2075        Kenyon                          0-2-0    -57.4372
2076        Westfield St                    0-1-0    -57.9738
2077        Allegheny                       0-5-0    -58.267
2078        Wayland Baptist                 0-2-0    -58.276
2079        MacMurray                       0-4-0    -58.4757
2080        Salve Regina                    0-1-0    -58.5636
2081        Oberlin                         0-4-0    -58.6213
2082        Western New England             0-1-0    -58.6335
2083        Maine Maritime                  1-3-0    -58.762
2084        Texas College                   0-4-0    -58.8112
2085        McPherson                       0-1-0    -59.7938
2086        Maranatha Baptist               0-4-0    -60.3546
2087        Coast Guard                     0-1-0    -60.5636
2088        Allegheny                       0-3-0    -60.6137
2089        UMass-Dartmouth                 0-1-0    -60.6335
2090        Anderson                        0-2-0    -60.9419
2091        MacMurray                       0-3-0    -61.1047
2092        Trinity Bible                   0-2-0    -61.1299
2093        Becker                          0-2-0    -61.5779
2094        St Scholastica                  0-1-0    -61.7138
2095        Haskell                         0-2-0    -62.4201
2096        Trinity Bible                   1-3-0    -62.4412
2097        Concordia IL                    0-2-0    -62.4655
2098        Haskell                         1-1-0    -62.5901
2099        Edward Waters                   0-1-0    -63.477
2100        Mississippi College             0-1-0    -63.477
2101        Mt St Joseph                    0-1-0    -63.7146
2102        Maine Maritime                  0-2-0    -64.7897
2103        Worcester St                    0-1-0    -65.4642
2104        Misericordia                    0-1-0    -65.655
2105        Iowa Wesleyan                   0-1-0    -65.9726
2106        Maine Maritime                  0-2-0    -66.408
2107        Trinity Bible                   0-1-0    -67.9886
2108        Nichols                         0-2-0    -67.9948
2109        Rockford                        0-2-0    -68.1922
2110        Graceland                       0-1-0    -69.0158
2111        Maranatha Baptist               0-1-0    -69.4864
2112        Mayville St                     0-1-0    -70.0894
2113        Nichols                         0-3-0    -70.2589
2114        MacMurray                       0-2-0    -70.7442
2115        Earlham                         0-2-0    -72.6343
2116        Anderson                        0-2-0    -74.8315
2117        Anna Maria                      0-1-0    -77.5567
2118        Bluffton                        0-2-0    -77.8315
2119        Jamestown                       0-1-0    -83.4427
