Rank     Team                            W-L-T    Schedule Factor
1959        Bluffton                        2-2-0    -33.5981
1960        Rockford                        0-4-0    -33.6386
1961        Hanover                         3-2-0    -33.6505
1962        Maine Maritime                  2-1-0    -33.6921
1963        Friends                         3-1-0    -33.9821
1964        Indiana PA                      4-0-0    -34.0698
1965        Tabor                           2-3-0    -34.176
1966        Endicott                        6-0-0    -34.4894
1967        Muhlenberg                      3-2-0    -34.5187
1968        Dickinson                       2-1-0    -34.5466
1969        Wisconsin Lutheran              3-2-0    -34.6027
1970        Crown                           0-1-0    -34.6657
1971        Lycoming                        4-1-0    -35.1134
1972        Ripon                           4-1-0    -35.2442
1973        Washington U.                   3-1-0    -35.2637
1974        Beloit                          1-3-0    -35.5458
1975        Rochester                       3-1-0    -35.571
1976        Ursinus                         3-1-0    -35.7029
1977        MIT                             1-4-0    -35.9046
1978        Case Western Reserve            2-0-0    -36.0686
1979        Wisconsin Lutheran              0-1-0    -36.231
1980        Kentucky St                     3-1-0    -36.2608
1981        Maranatha Baptist               0-2-0    -36.2622
1982        Endicott                        4-1-0    -36.3708
1983        Birmingham-Southern             4-1-0    -36.4383
1984        Ohio Wesleyan                   2-1-0    -36.4607
1985        Concordia IL                    5-1-0    -36.6669
1986        UMass-Dartmouth                 3-2-0    -36.8378
1987        North Park                      2-2-0    -36.9719
1988        Mount Ida                       3-1-0    -36.9772
1989        Moravian                        1-1-0    -37.017
1990        Rockford                        0-1-0    -37.0326
1991        Denison                         3-1-0    -37.0417
1992        Olivet                          1-1-0    -37.0585
1993        Southern Nazarene               3-2-0    -37.1802
1994        Muhlenberg                      4-0-0    -37.2761
1995        Benedictine IL                  4-1-0    -37.3552
1996        Bridgewater St MA               3-1-0    -37.3664
1997        UMass-Dartmouth                 2-1-0    -37.591
1998        MacMurray                       0-4-0    -37.8112
1999        Southwestern KS                 1-3-0    -38.0023
2000        Macalester                      3-2-0    -38.0954
2001        Hanover                         2-3-0    -38.1352
2002        Moravian                        1-1-0    -38.1427
2003        Salve Regina                    3-1-0    -38.1904
2004        Dickinson                       2-2-0    -38.2377
2005        Eureka                          2-1-0    -38.3083
2006        Bridgewater St MA               4-1-0    -38.4447
2007        Juniata                         0-2-0    -38.453
2008        Anderson                        1-3-0    -38.4595
2009        DePauw                          0-1-0    -38.5463
2010        Franklin & Marshall             0-1-0    -38.6087
2011        Anna Maria                      0-1-0    -38.7279
2012        Westfield St                    4-1-0    -38.9065
2013        Anna Maria                      1-3-0    -38.9821
2014        Rose-Hulman                     3-2-0    -39.0162
2015        Concordia AL                    1-0-0    -39.0198
2016        Johns Hopkins                   5-0-0    -39.1321
2017        Juniata                         0-3-0    -39.2069
2018        Aurora                          0-3-0    -39.26
2019        Methodist                       1-3-0    -39.4114
2020        Lawrence                        1-3-0    -39.512
2021        Chicago                         0-1-0    -39.821
2022        Ursinus                         3-2-0    -39.9179
2023        Becker                          0-3-0    -40.136
2024        Maranatha Baptist               1-2-0    -40.2369
2025        Wilkes                          2-2-0    -40.3054
2026        Norwich                         4-1-0    -40.5483
2027        Macalester                      0-1-0    -40.6147
2028        Martin Luther                   0-1-0    -40.7781
2029        Mass Maritime                   0-1-0    -40.8038
2030        Sterling                        3-1-0    -41.2003
2031        St Norbert                      3-1-0    -41.2693
2032        Albright                        4-1-0    -41.7221
2033        Coast Guard                     1-3-0    -41.7606
2034        Lakeland                        3-1-0    -42.0403
2035        Castleton St                    2-2-0    -42.115
2036        Worcester St                    4-1-0    -42.1858
2037        Castleton St                    2-4-0    -42.3341
2038        Crown                           0-5-0    -42.9215
2039        Wisconsin Lutheran              3-1-0    -42.9645
2040        Presentation                    2-2-0    -42.9689
2041        Presentation                    0-1-0    -43.1699
2042        Westminster MO                  3-2-0    -43.2311
2043        Miles                           1-0-0    -43.5099
2044        Mount Ida                       2-4-0    -43.5853
2045        Lake Forest                     3-2-0    -43.8039
2046        Averett                         2-2-0    -43.9443
2047        Concordia WI                    2-2-0    -44.0737
2048        Gallaudet                       3-1-0    -44.3847
2049        Ferrum                          4-1-0    -44.4586
2050        Grinnell                        3-2-0    -44.5054
2051        Mass Maritime                   1-2-0    -44.8376
2052        Sewanee                         3-2-0    -45.0556
2053        Plymouth St                     2-0-0    -45.4452
2054        Maryville                       3-0-0    -45.5014
2055        Central Methodist               3-0-0    -45.5288
2056        Becker                          1-4-0    -45.9533
2057        Martin Luther                   1-2-0    -46.1066
2058        SUNY-Maritime                   4-0-0    -46.4336
2059        Defiance                        1-2-0    -46.4547
2060        Benedictine IL                  3-2-0    -46.5649
2061        MacMurray                       1-1-0    -46.6925
2062        Anna Maria                      1-4-0    -46.8869
2063        Minnesota-Morris                2-2-0    -46.9152
2064        Maine Maritime                  2-2-0    -47.0916
2065        Sul Ross St                     0-1-0    -47.2998
2066        Aurora                          3-1-0    -47.5919
2067        Fitchburg St                    2-0-0    -48.0162
2068        Husson                          0-3-0    -48.192
2069        Presentation                    1-4-0    -48.3929
2070        Rockford                        0-1-0    -48.5022
2071        St Scholastica                  5-0-0    -48.6992
2072        Earlham                         0-3-0    -49.7529
2073        Martin Luther                   1-4-0    -51.4631
2074        Bacone                          2-1-0    -52.0826
2075        Minnesota-Morris                3-3-0    -52.4979
2076        Trinity Bible                   2-1-0    -52.624
2077        Eureka                          0-2-0    -52.7222
2078        Maranatha Baptist               2-1-0    -54.0574
2079        Eureka                          2-2-0    -55.0477
2080        Lakeland                        1-2-0    -55.5263
2081        Westminster MO                  5-0-0    -55.7427
2082        Crown                           0-4-0    -57.2309
2083        Northwestern MN                 3-1-0    -57.9791
2084        Northwestern MN                 3-1-0    -59.553
2085        SUNY-Maritime                   4-0-0    -62.2082
2086        Greenville                      5-0-0    -62.3004
2087        St Scholastica                  5-0-0    -62.4733
2088        MacMurray                       1-1-0    -68.683
