Rank     Team                            W-L-T    Rating
1328        Marietta                        1-2-0    -19.507
1329        UW-Platteville                  0-1-0    -19.5313
1330        West Virginia St                0-1-0    -19.5915
1331        Johnson C. Smith                0-1-0    -19.7528
1332        Dakota Wesleyan                 1-1-0    -19.7826
1333        Friends                         4-1-0    -19.7877
1334        Hope                            4-1-0    -19.788
1335        Robert Morris PA                0-3-0    -19.8061
1336        Kean                            0-2-0    -19.8248
1337        Arkansas Tech                   0-2-0    -19.8868
1338        Brevard                         0-4-0    -20.0405
1339        Benedict                        1-3-0    -20.0478
1340        Jackson St                      0-1-0    -20.0521
1341        Edward Waters                   0-1-0    -20.0521
1342        Stetson                         0-2-0    -20.0595
1343        Texas Southern                  0-1-0    -20.0626
1344        Cal Lutheran                    1-3-0    -20.0871
1345        Lake Forest                     2-0-0    -20.1644
1346        Concordia MI                    0-2-0    -20.1659
1347        Truman St                       0-2-0    -20.1769
1348        UNC-Pembroke                    0-3-0    -20.2105
1349        North Carolina Wesleyan         4-1-0    -20.2316
1350        Simpson                         1-2-0    -20.2614
1351        Alma                            0-1-0    -20.2653
1352        Methodist                       3-2-0    -20.2734
1353        St Ambrose                      1-3-0    -20.2984
1354        Benedictine IL                  3-0-0    -20.3254
1355        Fairmont St                     0-1-0    -20.3709
1356        Virginia-Wise                   0-1-0    -20.3709
1357        William Paterson                3-2-0    -20.3939
1358        Arkansas-Monticello             1-4-0    -20.4382
1359        Belhaven                        1-5-0    -20.4459
1360        UW-Eau Claire                   0-3-0    -20.5489
1361        Quincy                          3-2-0    -20.5622
1362        Ottawa                          6-0-0    -20.6471
1363        Millikin                        2-1-0    -20.7843
1364        WV Wesleyan                     2-1-0    -20.9319
1365        Clark Atlanta                   0-4-0    -20.9336
1366        Randolph-Macon                  0-1-0    -20.9487
1367        St Vincent                      3-1-0    -20.9652
1368        South Dakota Tech               0-6-0    -20.9838
1369        Trine                           3-1-0    -20.9988
1370        Clark Atlanta                   2-1-0    -21.0108
1371        Hamline                         2-2-0    -21.0442
1372        Wilmington                      0-1-0    -21.1426
1373        Benedictine KS                  4-2-0    -21.1693
1374        WV Wesleyan                     0-2-0    -21.2714
1375        Brown                           0-1-0    -21.2994
1376        Mt St Joseph                    4-0-0    -21.3017
1377        North Park                      2-2-0    -21.3386
1378        Southern Nazarene               0-2-0    -21.5023
1379        Husson                          4-1-0    -21.5178
1380        Rowan                           0-1-0    -21.5587
1381        Elizabeth City St               1-2-0    -21.6105
1382        Bethany WV                      2-1-0    -21.6441
1383        Luther                          0-1-0    -21.6861
1384        South Dakota Tech               2-2-0    -21.7024
1385        Christopher Newport             3-2-0    -21.8475
1386        Franklin & Marshall             2-2-0    -21.8723
1387        Whitworth                       2-3-0    -21.874
1388        Ohio Wesleyan                   2-2-0    -21.8763
1389        Carnegie Mellon                 4-1-0    -21.9008
1390        Robert Morris PA                0-2-0    -21.9324
1391        Juniata                         2-3-0    -21.9499
1392        Central St OH                   0-1-0    -21.953
1393        Columbia                        0-3-0    -21.9698
1394        Baker                           3-2-0    -21.9885
1395        Shaw                            2-2-0    -22.0442
1396        William Jewell                  0-1-0    -22.0671
1397        Muskingum                       1-2-0    -22.0912
1398        Lewis & Clark                   0-2-0    -22.1538
1399        Westminster PA                  2-4-0    -22.1619
1400        Edinboro                        0-1-0    -22.3124
1401        Bluefield                       3-3-0    -22.362
1402        Thiel                           3-2-0    -22.3678
1403        Waynesburg                      3-1-0    -22.4175
1404        Limestone                       0-4-0    -22.4923
1405        Kentucky Christian              0-1-0    -22.5172
1406        Buena Vista                     0-1-0    -22.5203
1407        Siena Heights                   0-3-0    -22.6245
1408        Gallaudet                       1-0-0    -22.6547
1409        Jamestown                       3-1-0    -22.6559
1410        Ottawa                          3-2-0    -22.6793
1411        Millsaps                        1-2-0    -22.6894
1412        MidAmerica Nazarene             3-1-0    -22.7242
1413        Curry                           1-0-0    -22.7308
1414        Carroll WI                      3-2-0    -22.7442
1415        Trinity TX                      0-1-0    -22.7903
1416        Kean                            1-2-0    -22.8541
1417        Mississippi Valley St           0-3-0    -22.8898
1418        Illinois Wesleyan               0-2-0    -23.0467
1419        Dickinson                       1-4-0    -23.151
1420        Rochester                       0-1-0    -23.1703
1421        Mississippi College             0-2-0    -23.1901
1422        Bethany KS                      3-3-0    -23.1937
1423        Manchester                      3-3-0    -23.203
1424        Bridgewater VA                  4-1-0    -23.2412
1425        TAMU-Kingsville                 0-1-0    -23.2644
1426        Paine                           0-1-0    -23.2649
1427        Dordt                           1-2-0    -23.279
1428        Seton Hill                      1-4-0    -23.3408
1429        Howard Payne                    1-3-0    -23.3436
1430        Pikeville                       1-4-0    -23.346
1431        Livingstone                     2-4-0    -23.3476
1432        Susquehanna                     2-3-0    -23.4224
1433        Bluffton                        3-2-0    -23.4257
1434        Misericordia                    0-2-0    -23.4952
1435        Campbell                        0-1-0    -23.6186
1436        Campbellsville                  0-1-0    -23.6475
1437        Cheyney                         0-2-0    -23.6686
1438        Wilkes                          2-3-0    -23.7603
1439        Clarion                         0-3-0    -23.7989
1440        Arkansas Tech                   0-2-0    -23.9166
1441        Incarnate Word                  0-1-0    -24.119
1442        Pace                            0-3-0    -24.1348
1443        St Olaf                         0-1-0    -24.1867
1444        Cornell IA                      2-2-0    -24.2143
1445        Presentation                    3-2-0    -24.219
1446        Trinity TX                      2-3-0    -24.3045
1447        Norwich                         0-1-0    -24.3576
1448        Claremont-Mudd-Scripps          0-1-0    -24.37
1449        Miles                           0-1-0    -24.3848
1450        Whittier                        2-3-0    -24.4188
1451        King's PA                       2-3-0    -24.4335
1452        Columbia                        0-1-0    -24.5067
1453        Rose-Hulman                     4-1-0    -24.545
1454        Edward Waters                   3-2-0    -24.6132
1455        Johnson C. Smith                0-3-0    -24.6501
1456        Elizabeth City St               0-2-0    -24.6984
1457        William Paterson                0-1-0    -24.7599
1458        Wisconsin Lutheran              4-1-0    -24.8088
1459        William Jewell                  2-3-0    -24.872
1460        Kentucky Christian              0-1-0    -24.8965
1461        Marian IN                       0-1-0    -24.9282
1462        Macalester                      5-1-0    -24.931
1463        UNC-Pembroke                    0-2-0    -24.9654
1464        St Olaf                         0-3-0    -24.9755
1465        Lincoln MO                      0-4-0    -24.9899
1466        Mars Hill                       0-1-0    -25.0012
1467        Methodist                       3-2-0    -25.0293
1468        St Francis IL                   0-2-0    -25.0746
1469        Sul Ross St                     0-2-0    -25.0777
1470        Howard Payne                    3-3-0    -25.1151
1471        Coast Guard                     1-1-0    -25.1541
1472        Chowan                          0-3-0    -25.2681
1473        Bridgewater St MA               3-2-0    -25.285
1474        Kentucky St                     0-2-0    -25.3082
1475        St Vincent                      1-3-0    -25.3698
1476        UW-Eau Claire                   0-2-0    -25.3796
1477        Lindenwood-Belleville           2-4-0    -25.4593
1478        Presentation                    3-2-0    -25.463
1479        Graceland                       2-3-0    -25.5772
1480        Savannah St                     0-3-0    -25.5799
1481        Trinity Int'l                   0-1-0    -25.6195
1482        Butler                          0-1-0    -25.6916
1483        Warner U.                       2-2-0    -25.7283
1484        Limestone                       1-3-0    -25.7312
1485        George Fox                      0-1-0    -25.7402
1486        Elmhurst                        3-2-0    -25.7786
1487        Concordia AL                    1-1-0    -25.8316
1488        Union KY                        1-3-0    -25.9755
1489        Marietta                        0-3-0    -26.0269
1490        Lock Haven                      0-1-0    -26.0404
1491        Taylor                          0-3-0    -26.0529
1492        McMurry                         1-2-0    -26.0939
1493        Loras                           1-5-0    -26.1164
1494        St Vincent                      0-2-0    -26.1834
1495        St Norbert                      3-2-0    -26.2098
1496        Houston Baptist                 1-2-0    -26.2538
1497        VA-Lynchburg                    0-4-0    -26.2548
1498        Central Methodist               2-3-0    -26.2878
1499        UW-Stout                        0-2-0    -26.315
1500        Olivet                          4-2-0    -26.4003
1501        Merchant Marine                 1-4-0    -26.4009
1502        Concordia AL                    0-2-0    -26.4207
1503        Belhaven                        1-3-0    -26.4812
1504        OK Panhandle St                 0-1-0    -26.4869
1505        Salisbury                       0-1-0    -26.4972
1506        Dubuque                         0-1-0    -26.5196
1507        Central Methodist               3-3-0    -26.5464
1508        Carthage                        2-3-0    -26.5758
1509        Ave Maria                       1-4-0    -26.6242
1510        Lincoln PA                      0-1-0    -26.6454
1511        Lock Haven                      1-3-0    -26.694
1512        Mississippi College             0-2-0    -26.7643
1513        Davidson                        0-2-0    -26.7695
1514        Nebraska Wesleyan               2-3-0    -26.7826
1515        Dickinson St                    3-2-0    -26.8503
1516        Gettysburg                      0-1-0    -26.8588
1517        Franklin & Marshall             0-1-0    -26.8588
1518        Elmhurst                        2-3-0    -26.8766
1519        Lane                            1-3-0    -26.911
1520        William Jewell                  0-1-0    -26.9922
1521        Fitchburg St                    2-3-0    -27.0134
1522        Bethel TN                       0-2-0    -27.1056
1523        Midland U.                      1-4-0    -27.1221
1524        McPherson                       1-3-0    -27.1417
1525        Wayland Baptist                 3-2-0    -27.316
1526        RPI                             0-1-0    -27.4184
1527        Southern Virginia               0-1-0    -27.4714
1528        Moravian                        0-1-0    -27.5009
1529        Misericordia                    1-2-0    -27.5299
1530        Midland U.                      1-3-0    -27.5594
1531        Kean                            1-4-0    -27.5757
1532        Millikin                        1-2-0    -27.5901
1533        Rose-Hulman                     3-2-0    -27.615
1534        Clarion                         0-2-0    -27.667
1535        Clarion                         0-2-0    -27.6764
1536        Defiance                        0-1-0    -27.6811
1537        Birmingham-Southern             1-4-0    -27.7403
1538        Jamestown                       2-3-0    -27.7575
1539        Concordia WI                    3-2-0    -27.7601
1540        DePauw                          0-1-0    -27.8233
1541        St Olaf                         0-2-0    -27.8934
1542        Concordia WI                    2-2-0    -27.907
1543        Edinboro                        0-2-0    -27.9169
1544        Georgia St                      0-1-0    -27.9993
1545        Campbell                        0-1-0    -27.9993
1546        Kentucky Wesleyan               2-4-0    -28.0434
1547        Morehead St                     0-1-0    -28.0467
1548        William Paterson                1-3-0    -28.1756
1549        McKendree                       0-1-0    -28.2587
1550        Davidson                        0-4-0    -28.3259
1551        Trine                           3-2-0    -28.4175
1552        Southern Nazarene               0-2-0    -28.5122
1553        Southern Virginia               1-3-0    -28.5654
1554        Westfield St                    0-1-0    -28.6807
1555        Sewanee                         0-1-0    -28.6811
1556        Hamline                         0-1-0    -28.6963
1557        Lawrence                        2-0-0    -28.7268
1558        Friends                         4-1-0    -28.7559
1559        Western St CO                   0-2-0    -28.8286
1560        Valparaiso                      0-2-0    -28.9008
1561        Hiram                           2-2-0    -28.9274
1562        Cornell IA                      3-2-0    -29.0174
1563        Trinity TX                      2-2-0    -29.1087
1564        Rochester                       2-3-0    -29.1503
1565        Baldwin Wallace                 0-2-0    -29.1682
1566        Curry                           1-2-0    -29.1698
1567        St Norbert                      3-1-0    -29.218
1568        Carthage                        0-1-0    -29.2435
1569        Concordia MI                    0-2-0    -29.3344
1570        Sterling                        2-2-0    -29.3636
1571        Hartwick                        0-1-0    -29.4972
1572        Coast Guard                     2-3-0    -29.5361
1573        Dakota St                       2-3-0    -29.649
1574        Arkansas-Monticello             0-1-0    -29.6589
1575        St Mary KS                      1-2-0    -29.683
1576        Concordia MI                    1-3-0    -29.6936
1577        Lake Forest                     2-1-0    -29.7186
1578        Concordia AL                    0-5-0    -29.7746
1579        Springfield                     0-2-0    -29.8154
1580        Lane                            0-2-0    -29.8235
1581        Texas College                   0-1-0    -29.8482
1582        Savannah St                     0-3-0    -29.8563
1583        Case Western Reserve            0-5-0    -29.8851
1584        New Haven                       0-1-0    -29.9367
1585        Wake Forest                     0-1-0    -30.0
1586        St Augustine's                  2-1-0    -30.0835
1587        Union KY                        0-6-0    -30.1173
1588        Occidental                      1-4-0    -30.1225
1589        St John Fisher                  0-1-0    -30.1514
1590        Alfred                          0-1-0    -30.1514
1591        Limestone                       0-1-0    -30.1936
1592        Mayville St                     0-2-0    -30.2448
1593        Point U.                        0-5-0    -30.272
1594        Salve Regina                    2-3-0    -30.3364
1595        Southern Nazarene               0-4-0    -30.3841
1596        Denison                         3-2-0    -30.3935
1597        Carleton                        0-2-0    -30.4026
1598        Carnegie Mellon                 0-2-0    -30.4153
1599        Westfield St                    2-3-0    -30.4442
1600        TAMU-Kingsville                 0-2-0    -30.454
1601        Walsh                           0-1-0    -30.5501
1602        New Jersey                      0-4-0    -30.5713
1603        Hastings                        0-1-0    -30.7466
1604        Southern Conn St                0-2-0    -30.7712
1605        Simpson                         0-1-0    -30.7779
1606        Cumberland TN                   0-1-0    -30.7897
1607        Geneva                          0-5-0    -30.7941
1608        Lincoln PA                      1-2-0    -30.7951
1609        Waldorf                         1-3-0    -30.8262
1610        Pomona-Pitzer                   0-1-0    -30.8995
1611        Whittier                        0-1-0    -30.8995
1612        La Verne                        1-3-0    -30.8995
1613        Thiel                           1-4-0    -30.8996
1614        Evangel                         2-2-0    -30.9305
1615        Susquehanna                     0-1-0    -30.9498
1616        Warner U.                       0-2-0    -30.9894
1617        Lindenwood-Belleville           0-3-0    -30.9912
1618        Delaware St                     0-3-0    -31.036
1619        Husson                          4-0-0    -31.0461
1620        Lebanon Valley                  0-1-0    -31.1994
1621        St Scholastica                  5-0-0    -31.2188
1622        Muskingum                       0-1-0    -31.236
1623        Ohio Northern                   0-1-0    -31.236
1624        Otterbein                       0-1-0    -31.236
1625        Capital                         0-1-0    -31.236
1626        Ripon                           1-3-0    -31.2655
1627        McDaniel                        1-2-0    -31.267
1628        Morehouse                       0-1-0    -31.2685
1629        Marietta                        1-3-0    -31.2709
1630        North Park                      0-4-0    -31.3014
1631        Clark Atlanta                   0-2-0    -31.4241
1632        OK Panhandle St                 3-1-0    -31.5312
1633        Wooster                         1-4-0    -31.5656
1634        Arizona Christian               2-2-0    -31.6157
1635        Dubuque                         0-2-0    -31.732
1636        North Carolina Wesleyan         1-4-0    -31.7376
1637        Kentucky St                     0-3-0    -31.7471
1638        Dixie St                        0-1-0    -31.7587
1639        Wilkes                          0-3-0    -31.7674
1640        Capital                         1-3-0    -31.7689
1641        Beloit                          2-2-0    -31.7833
1642        Hendrix                         2-3-0    -31.9522
1643        Illinois College                2-2-0    -31.9936
1644        Millersville                    0-5-0    -32.0639
1645        Briar Cliff                     0-4-0    -32.1718
1646        Edward Waters                   1-2-0    -32.1875
1647        Southwestern TX                 1-2-0    -32.1929
1648        Cumberlands KY                  0-1-0    -32.2259
1649        Southern Nazarene               0-3-0    -32.236
1650        Castleton St                    4-1-0    -32.2477
1651        Culver-Stockton                 4-2-0    -32.3154
1652        Greensboro                      2-1-0    -32.3525
1653        Mass Maritime                   1-3-0    -32.4772
1654        NW Oklahoma St                  0-1-0    -32.4971
1655        NW Oklahoma St                  1-3-0    -32.5021
1656        Hiram                           0-1-0    -32.5736
1657        Tabor                           2-3-0    -32.5923
1658        Southern Virginia               0-3-0    -32.6348
1659        Maine Maritime                  1-3-0    -32.7113
1660        Capital                         2-2-0    -32.7852
1661        NW Oklahoma St                  0-2-0    -32.7955
1662        Buena Vista                     0-1-0    -32.9378
1663        Shenandoah                      2-3-0    -33.1549
1664        Mercyhurst                      0-1-0    -33.193
1665        Bacone                          2-2-0    -33.1976
1666        Bethany WV                      0-2-0    -33.3038
1667        Olivet Nazarene                 0-4-0    -33.3133
1668        Millsaps                        0-1-0    -33.3758
1669        Austin Peay                     0-1-0    -33.4424
1670        Wilkes                          0-1-0    -33.4638
1671        Moravian                        0-1-0    -33.4638
1672        Mississippi College             0-4-0    -33.5812
1673        UMass-Dartmouth                 3-2-0    -33.5994
1674        Northwestern MN                 5-0-0    -33.6188
1675        Peru St                         1-5-0    -33.7571
1676        Davidson                        0-1-0    -33.7633
1677        Albright                        0-2-0    -33.8113
1678        Westminster PA                  0-1-0    -33.8641
1679        Briar Cliff                     0-3-0    -33.9304
1680        Simon Fraser                    0-1-0    -33.9582
1681        Fitchburg St                    4-1-0    -34.0523
1682        Oberlin                         2-3-0    -34.0637
1683        Mount Ida                       2-2-0    -34.1269
1684        McPherson                       0-1-0    -34.2712
1685        Berry                           0-1-0    -34.3758
1686        LaGrange                        2-3-0    -34.4065
1687        Texas Southern                  0-1-0    -34.6258
1688        St Joseph's IN                  0-1-0    -34.6396
1689        Benedictine IL                  3-0-0    -34.7991
1690        Central Michigan                0-1-0    -35.0
1691        Indiana PA                      0-1-0    -35.0404
1692        Pomona-Pitzer                   1-2-0    -35.1123
1693        Chowan                          0-2-0    -35.1223
1694        Hanover                         1-4-0    -35.1643
1695        Dakota Wesleyan                 0-2-0    -35.1658
1696        Maine Maritime                  2-3-0    -35.2002
1697        Cheyney                         0-4-0    -35.2132
1698        Morrisville St                  0-1-0    -35.2845
1699        Sul Ross St                     0-4-0    -35.3341
1700        Millikin                        0-2-0    -35.3679
1701        Birmingham-Southern             2-3-0    -35.4363
1702        Ferrum                          0-4-0    -35.5259
1703        Menlo                           0-2-0    -35.5482
1704        Ave Maria                       0-1-0    -35.5757
1705        McDaniel                        0-4-0    -35.6205
1706        St Augustine's                  0-1-0    -35.6271
1707        Concordia AL                    0-1-0    -35.705
1708        Menlo                           0-1-0    -35.705
1709        Salisbury                       0-1-0    -35.705
1710        VA-Lynchburg                    0-1-0    -35.705
1711        Bluffton                        3-2-0    -35.735
1712        Missouri Baptist                0-2-0    -35.7772
1713        SUNY-Maritime                   2-1-0    -35.7962
1714        St Mary KS                      3-3-0    -35.7997
1715        Castleton St                    3-2-0    -35.9285
1716        Mass Maritime                   3-2-0    -35.9293
1717        Allegheny                       0-3-0    -35.9855
1718        Wayland Baptist                 0-4-0    -36.0309
1719        Manchester                      1-3-0    -36.2237
1720        Berry                           0-2-0    -36.3249
1721        UMass-Dartmouth                 1-4-0    -36.4009
1722        Gallaudet                       1-0-0    -36.4635
1723        Union NY                        0-2-0    -36.4748
1724        La Verne                        1-4-0    -36.5729
1725        Becker                          0-2-0    -36.5773
1726        Lincoln PA                      0-2-0    -36.6501
1727        Washington U.                   0-5-0    -36.7044
1728        Pomona-Pitzer                   0-1-0    -36.8274
1729        Pace                            0-3-0    -37.0162
1730        VA-Lynchburg                    0-3-0    -37.0265
1731        Paine                           0-3-0    -37.0383
1732        Beloit                          0-2-0    -37.0476
1733        Ohio Wesleyan                   0-1-0    -37.1345
1734        Wooster                         0-1-0    -37.1345
1735        UW-River Falls                  0-3-0    -37.1842
1736        SW Oklahoma St                  1-3-0    -37.3653
1737        George Fox                      1-3-0    -37.3654
1738        Johnson C. Smith                0-2-0    -37.396
1739        Midland U.                      0-1-0    -37.4455
1740        George Fox                      0-4-0    -37.4649
1741        Pomona-Pitzer                   0-4-0    -37.4699
1742        Augustana IL                    1-4-0    -37.5445
1743        Culver-Stockton                 1-3-0    -37.6973
1744        Bethel TN                       0-2-0    -37.7068
1745        Carleton                        1-2-0    -37.7736
1746        Bluefield                       0-5-0    -37.8332
1747        Averett                         1-3-0    -37.9813
1748        Norwich                         3-1-0    -38.1337
1749        Shaw                            0-4-0    -38.1964
1750        St Olaf                         1-3-0    -38.2855
1751        Bacone                          0-2-0    -38.3273
1752        Knox                            0-2-0    -38.3476
1753        Defiance                        1-4-0    -38.3995
1754        Avila                           3-3-0    -38.4218
1755        LaGrange                        3-2-0    -38.4451
1756        Carthage                        1-3-0    -38.5063
1757        Wayland Baptist                 0-1-0    -38.5312
1758        Worcester St                    3-2-0    -38.5515
1759        Sul Ross St                     0-1-0    -38.6934
1760        SW Assem of God                 0-1-0    -38.6934
1761        Trine                           0-1-0    -38.7246
1762        Kalamazoo                       0-1-0    -38.7246
1763        Allegheny                       0-2-0    -38.8824
1764        Bethany KS                      3-2-0    -38.9176
1765        Grove City                      0-3-0    -38.9481
1766        Pacific OR                      0-1-0    -38.9742
1767        Kenyon                          1-4-0    -38.9879
1768        Kalamazoo                       1-3-0    -39.0469
1769        Ripon                           0-1-0    -39.0742
1770        Ripon                           2-3-0    -39.0777
1771        Frostburg St                    0-2-0    -39.3376
1772        Butler                          0-2-0    -39.463
1773        Belhaven                        0-1-0    -39.5535
1774        Hamline                         2-2-0    -39.562
1775        Greensboro                      0-1-0    -39.6601
1776        Catholic                        1-3-0    -39.7176
1777        Curry                           1-1-0    -39.7277
1778        Peru St                         1-1-0    -39.7912
1779        Ave Maria                       0-1-0    -39.8057
1780        Sewanee                         0-4-0    -39.837
1781        Augsburg                        0-3-0    -39.8822
1782        Northwestern MN                 3-2-0    -39.9222
1783        Hamline                         0-1-0    -39.9378
1784        Catholic                        2-4-0    -40.117
1785        Virginia-Wise                   0-2-0    -40.239
1786        Lane                            0-2-0    -40.2439
1787        Millersville                    0-1-0    -40.3305
1788        Randolph-Macon                  0-1-0    -40.3692
1789        Merchant Marine                 0-1-0    -40.3979
1790        Allegheny                       1-2-0    -40.6848
1791        Anderson                        1-3-0    -40.9036
1792        New Jersey                      1-2-0    -40.9447
1793        Merrimack                       0-1-0    -40.9921
1794        McDaniel                        0-3-0    -40.9948
1795        Evangel                         0-1-0    -41.0919
1796        Catawba                         0-1-0    -41.2126
1797        Lindenwood-Belleville           0-1-0    -41.2594
1798        Briar Cliff                     0-1-0    -41.4082
1799        Apprentice                      0-1-0    -41.4998
1800        Coast Guard                     0-3-0    -41.5015
1801        Southwestern TX                 0-4-0    -41.6126
1802        Avila                           0-2-0    -41.6965
1803        Maranatha Baptist               0-1-0    -41.7779
1804        Kenyon                          0-1-0    -41.7989
1805        Kalamazoo                       1-4-0    -41.8765
1806        Apprentice                      1-3-0    -41.8976
1807        Alma                            0-2-0    -41.9149
1808        Point U.                        0-2-0    -42.0014
1809        Greenville                      3-2-0    -42.0668
1810        Maranatha Baptist               0-1-0    -42.0708
1811        Limestone                       0-1-0    -42.1517
1812        Point U.                        0-2-0    -42.1528
1813        Lakeland                        3-1-0    -42.1743
1814        Kenyon                          0-4-0    -42.4234
1815        Wisconsin Lutheran              3-1-0    -42.4982
1816        Dordt                           1-3-0    -42.5353
1817        Hanover                         1-4-0    -42.6333
1818        Defiance                        2-2-0    -42.7526
1819        Avila                           0-1-0    -42.7858
1820        Southern Virginia               0-2-0    -42.8471
1821        Sewanee                         2-2-0    -42.8869
1822        Bethel MN                       0-1-0    -42.958
1823        Bethel KS                       2-3-0    -43.0219
1824        Lincoln PA                      0-4-0    -43.0962
1825        Greenville                      4-1-0    -43.3951
1826        Aurora                          1-2-0    -43.4279
1827        SUNY-Maritime                   2-2-0    -43.4437
1828        Westminster MO                  2-3-0    -43.4615
1829        New Jersey                      0-1-0    -43.614
1830        Millersville                    1-1-0    -43.6165
1831        St Norbert                      0-1-0    -43.6754
1832        Alma                            1-2-0    -44.042
1833        Ferrum                          1-4-0    -44.0779
1834        Nichols                         0-3-0    -44.3212
1835        Carleton                        0-3-0    -44.3808
1836        Arizona Christian               0-5-0    -44.6316
1837        Dakota Wesleyan                 0-1-0    -44.7466
1838        Carnegie Mellon                 0-3-0    -44.9127
1839        Alfred St                       1-2-0    -44.9236
1840        St Anselm                       0-1-0    -44.9367
1841        Southern Conn St                0-3-0    -44.9415
1842        Plymouth St                     1-1-0    -44.9538
1843        Geneva                          0-2-0    -45.0518
1844        WPI                             0-2-0    -45.2764
1845        Misericordia                    0-3-0    -45.2849
1846        Grove City                      0-2-0    -45.3556
1847        Pace                            1-2-0    -45.5093
1848        Grove City                      0-3-0    -45.5239
1849        Cheyney                         0-4-0    -45.843
1850        Pace                            0-2-0    -45.8985
1851        Grinnell                        2-3-0    -45.9084
1852        Gallaudet                       0-3-0    -46.0007
1853        Wilmington                      0-4-0    -46.1918
1854        Washington and Lee              0-1-0    -46.2214
1855        Lakeland                        0-1-0    -46.2479
1856        Southwestern KS                 1-2-0    -46.3088
1857        Anderson                        1-3-0    -46.3293
1858        Oberlin                         0-4-0    -46.3991
1859        Mayville St                     2-1-0    -46.4385
1860        Bridgewater St MA               1-4-0    -46.5151
1861        Apprentice                      0-1-0    -46.643
1862        Benedictine IL                  0-2-0    -46.7034
1863        Nichols                         1-4-0    -46.8082
1864        SW Assem of God                 1-3-0    -46.8792
1865        Kansas Wesleyan                 1-4-0    -46.985
1866        Mass Maritime                   0-1-0    -47.2408
1867        Norwich                         4-1-0    -47.2555
1868        Lewis & Clark                   0-4-0    -47.2724
1869        Grove City                      0-2-0    -47.2741
1870        Alfred St                       0-4-0    -47.2828
1871        FDU-Florham                     0-4-0    -47.3448
1872        Lake Forest                     0-3-0    -47.3586
1873        Merchant Marine                 1-3-0    -47.3658
1874        Muskingum                       0-2-0    -47.4067
1875        Aurora                          0-3-0    -47.7664
1876        Missouri Baptist                1-2-0    -48.265
1877        Beloit                          1-3-0    -48.2813
1878        Dordt                           0-2-0    -48.4857
1879        Grinnell                        1-3-0    -48.784
1880        Dordt                           0-2-0    -48.8999
1881        Grinnell                        0-1-0    -49.0296
1882        Jamestown                       0-1-0    -49.2198
1883        Greensboro                      0-1-0    -49.309
1884        Lewis & Clark                   0-2-0    -49.3136
1885        Millikin                        0-2-0    -49.5184
1886        Wilmington                      0-4-0    -49.5254
1887        Greensboro                      1-4-0    -49.7329
1888        Missouri Baptist                0-6-0    -49.9155
1889        Lane                            0-1-0    -49.9322
1890        Misericordia                    0-2-0    -50.0299
1891        Waldorf                         2-3-0    -50.1715
1892        McPherson                       3-1-0    -50.205
1893        Averett                         0-1-0    -50.4318
1894        Averett                         1-3-0    -50.5212
1895        Nichols                         0-2-0    -50.5599
1896        Loras                           0-1-0    -50.5834
1897        Washington and Lee              0-5-0    -50.6233
1898        FDU-Florham                     0-3-0    -50.8898
1899        Culver-Stockton                 0-1-0    -51.2503
1900        Peru St                         0-2-0    -51.2669
1901        Iowa Wesleyan                   3-2-0    -51.2967
1902        Central St OH                   0-1-0    -51.4635
1903        Curry                           0-4-0    -51.549
1904        Kansas Wesleyan                 1-5-0    -52.0356
1905        Iowa Wesleyan                   0-1-0    -52.3388
1906        Avila                           0-2-0    -52.5955
1907        Lakeland                        0-1-0    -52.8216
1908        Plymouth St                     0-1-0    -52.851
1909        Stonehill                       0-1-0    -52.9609
1910        Haskell                         0-3-0    -52.9671
1911        Texas College                   0-5-0    -53.1446
1912        Southwestern TX                 0-1-0    -53.1575
1913        Plymouth St                     0-3-0    -53.3081
1914        Wisconsin Lutheran              0-1-0    -53.5181
1915        Berry                           0-4-0    -53.5184
1916        Edward Waters                   0-1-0    -53.7016
1917        FDU-Florham                     0-2-0    -53.7534
1918        Averett                         0-1-0    -53.9249
1919        Concordia IL                    0-2-0    -54.1708
1920        Bethel KS                       1-3-0    -54.1885
1921        St Lawrence                     0-1-0    -54.3329
1922        Southwestern KS                 0-4-0    -54.3923
1923        Mayville St                     0-3-0    -54.5579
1924        Crown                           2-3-0    -54.6693
1925        Allegheny                       0-2-0    -54.7917
1926        Knox                            0-1-0    -54.7961
1927        Peru St                         0-1-0    -54.8016
1928        Evangel                         0-1-0    -54.8016
1929        Texas College                   0-4-0    -54.9485
1930        Alma                            1-3-0    -54.9978
1931        Lawrence                        0-4-0    -55.7649
1932        SUNY-Maritime                   0-2-0    -55.9641
1933        Sewanee                         0-1-0    -56.3589
1934        Adrian                          0-1-0    -56.5756
1935        Western New England             0-1-0    -56.6502
1936        Mount Ida                       2-3-0    -56.7004
1937        Southwestern KS                 0-2-0    -56.7789
1938        Wilkes                          0-1-0    -56.8313
1939        Ferrum                          0-1-0    -57.1068
1940        Concordia IL                    1-2-0    -58.1486
1941        Hampden-Sydney                  0-1-0    -58.1638
1942        Westminster MO                  4-1-0    -58.1776
1943        Rockford                        1-4-0    -58.3472
1944        Aurora                          0-3-0    -58.4459
1945        Sterling                        0-1-0    -58.5149
1946        Whittier                        0-2-0    -58.5563
1947        SW Oklahoma St                  0-1-0    -58.5795
1948        Knox                            2-3-0    -58.7454
1949        Becker                          1-2-0    -58.7805
1950        Doane                           0-1-0    -58.8333
