Rank     Team                            W-L-T    Rating
1951        Concordia MI                    0-2-0    -46.5917
1952        Juniata                         0-3-0    -46.6299
1953        Simpson                         0-1-0    -46.8754
1954        Haskell                         0-3-0    -46.9227
1955        Hiram                           0-3-0    -46.9305
1956        Maine Maritime                  2-2-0    -47.0916
1957        MIT                             1-4-0    -47.1046
1958        Puget Sound                     0-3-0    -47.4515
1959        South Dakota Tech               0-1-0    -47.5167
1960        Thiel                           0-2-0    -47.5508
1961        Pomona-Pitzer                   0-3-0    -47.5562
1962        Peru St                         0-3-0    -47.7131
1963        McDaniel                        0-4-0    -47.7871
1964        Howard Payne                    0-4-0    -47.9809
1965        Maine Maritime                  0-1-0    -47.9968
1966        Plymouth St                     0-2-0    -48.0489
1967        Wilmington                      0-3-0    -48.065
1968        Graceland                       0-4-0    -48.104
1969        Pace                            0-4-0    -48.1543
1970        Rockford                        0-4-0    -48.4718
1971        Beloit                          1-3-0    -48.7958
1972        Austin                          0-4-0    -48.831
1973        Kenyon                          0-3-0    -48.915
1974        Whittier                        0-2-0    -48.9627
1975        OK Panhandle St                 0-1-0    -49.2895
1976        Moravian                        0-3-0    -49.2968
1977        Grove City                      0-2-0    -49.4031
1978        King's PA                       0-2-0    -49.527
1979        Jamestown                       0-2-0    -49.6287
1980        Curry                           0-3-0    -49.6433
1981        Anderson                        0-5-0    -49.7606
1982        Cornell IA                      1-3-0    -49.8629
1983        Lawrence                        0-4-0    -49.9992
1984        Ave Maria                       0-5-0    -50.0899
1985        West Virginia St                0-2-0    -50.1032
1986        Maranatha Baptist               2-1-0    -50.3908
1987        Tabor                           0-1-0    -50.6411
1988        Virginia-Wise                   0-1-0    -50.8068
1989        Thiel                           0-2-0    -50.857
1990        Bethel KS                       1-3-0    -51.089
1991        Kenyon                          0-2-0    -51.195
1992        Anna Maria                      1-3-0    -51.2321
1993        Avila                           0-3-0    -51.3926
1994        Culver-Stockton                 0-1-0    -51.5529
1995        UMass-Dartmouth                 0-1-0    -51.554
1996        Maine Maritime                  0-1-0    -51.554
1997        Ave Maria                       0-1-0    -51.9958
1998        Kentucky Wesleyan               0-3-0    -52.1133
1999        Haskell                         0-6-0    -52.305
2000        C.W. Post                       0-1-0    -52.8001
2001        Chicago                         0-1-0    -52.821
2002        Dickinson St                    0-1-0    -52.8967
2003        Greensboro                      0-4-0    -53.0856
2004        Castleton St                    2-4-0    -53.1674
2005        Lakeland                        1-2-0    -53.1929
2006        MIT                             0-1-0    -53.2093
2007        South Dakota Tech               0-2-0    -53.3454
2008        Mass Maritime                   1-2-0    -53.5043
2009        Lawrence                        1-3-0    -53.512
2010        Maranatha Baptist               1-2-0    -53.5703
2011        Curry                           0-1-0    -53.7874
2012        Aurora                          0-3-0    -53.9267
2013        Briar Cliff                     0-2-0    -54.1516
2014        Guilford                        0-3-0    -54.3687
2015        Minnesota-Morris                2-2-0    -54.4152
2016        Northwestern MN                 0-1-0    -54.4751
2017        Maryville                       0-2-0    -55.1876
2018        Greensboro                      0-3-0    -55.2016
2019        Minnesota-Morris                3-3-0    -55.4979
2020        Knox                            0-5-0    -55.4993
2021        Rhodes                          0-1-0    -55.695
2022        Wisconsin Lutheran              0-1-0    -56.231
2023        Earlham                         0-4-0    -56.3142
2024        Greensboro                      0-1-0    -56.5481
2025        Lake Forest                     0-1-0    -56.8286
2026        Lawrence                        0-1-0    -56.8286
2027        Aurora                          0-1-0    -57.2811
2028        Eureka                          2-2-0    -57.2977
2029        Franklin & Marshall             0-1-0    -57.6087
2030        Earlham                         0-2-0    -57.6426
2031        Martin Luther                   1-2-0    -57.7733
2032        Husson                          0-2-0    -57.8191
2033        Defiance                        1-2-0    -58.1213
2034        Martin Luther                   1-4-0    -58.4631
2035        Hiram                           0-3-0    -58.4722
2036        Simon Fraser                    0-1-0    -58.513
2037        Crown                           0-1-0    -58.6657
2038        Mass Maritime                   0-1-0    -58.8038
2039        Bethel KS                       0-3-0    -58.8546
2040        Becker                          1-4-0    -59.1533
2041        Pomona-Pitzer                   0-1-0    -59.2769
2042        Pacific OR                      0-3-0    -59.4781
2043        FDU-Florham                     0-3-0    -59.7659
2044        Mass Maritime                   0-1-0    -60.141
2045        Juniata                         0-2-0    -60.453
2046        Fitchburg St                    0-3-0    -60.8414
2047        Nichols                         0-3-0    -60.8607
2048        Greensboro                      0-2-0    -61.4708
2049        Maranatha Baptist               0-2-0    -61.6237
2050        Becker                          0-2-0    -61.7305
2051        Texas College                   0-2-0    -62.1394
2052        Sul Ross St                     0-1-0    -62.2998
2053        Rockford                        0-4-0    -62.3886
2054        Southwestern KS                 0-1-0    -62.6411
2055        Husson                          0-2-0    -62.7915
2056        Bethel KS                       0-2-0    -63.5505
2057        Fitchburg St                    0-4-0    -63.7503
2058        Western Conn St                 0-1-0    -64.5174
2059        Bluffton                        0-1-0    -64.5413
2060        Manchester                      0-1-0    -64.5413
2061        Benedict                        0-1-0    -64.6758
2062        Husson                          0-3-0    -65.192
2063        Anna Maria                      1-4-0    -65.2869
2064        St Anselm                       0-1-0    -65.5254
2065        Northwestern MN                 0-1-0    -65.5825
2066        Eureka                          0-1-0    -65.5825
2067        Trinity Bible                   0-2-0    -65.7892
2068        Presentation                    1-4-0    -65.7929
2069        Loras                           0-1-0    -66.5634
2070        Bridgewater VA                  0-1-0    -66.7494
2071        Juniata                         0-3-0    -67.2069
2072        MacMurray                       0-2-0    -67.2609
2073        Martin Luther                   0-1-0    -67.8335
2074        DePauw                          0-1-0    -68.5463
2075        Crown                           0-5-0    -69.5215
2076        Martin Luther                   0-1-0    -69.7781
2077        Maranatha Baptist               0-2-0    -70.2622
2078        Rockford                        0-1-0    -72.0326
2079        MacMurray                       0-4-0    -72.0612
2080        Macalester                      0-1-0    -72.6147
2081        Becker                          0-3-0    -73.136
2082        Anna Maria                      0-1-0    -73.7279
2083        MacMurray                       1-1-0    -74.683
2084        Crown                           0-4-0    -77.9809
2085        Presentation                    0-1-0    -78.1699
2086        Earlham                         0-3-0    -78.7529
2087        Rockford                        0-1-0    -83.5022
2088        Eureka                          0-2-0    -87.7222
