Rank     Team                            W-L-T    Schedule Factor
1954        Christopher Newport             3-0-0    -33.4269
1955        Mt St Joseph                    0-1-0    -33.4271
1956        Simpson                         1-2-0    -33.4595
1957        Kansas Wesleyan                 3-2-0    -33.5096
1958        Peru St                         1-3-0    -33.5675
1959        William Paterson                3-1-0    -33.5932
1960        Endicott                        4-0-0    -33.6031
1961        Cortland St                     4-1-0    -33.6673
1962        St Scholastica                  0-2-0    -33.7272
1963        Georgetown KY                   4-0-0    -33.7551
1964        Westminster MO                  3-2-0    -34.0084
1965        Lake Forest                     0-2-0    -34.0511
1966        Rockford                        0-5-0    -34.0798
1967        Aurora                          1-0-0    -34.2655
1968        St Mary KS                      0-1-0    -34.3126
1969        McPherson                       4-0-0    -34.5437
1970        Grinnell                        4-1-0    -34.5531
1971        Bethel KS                       0-3-0    -34.5552
1972        Salve Regina                    2-1-0    -34.5644
1973        Apprentice                      0-1-0    -34.6131
1974        Concordia WI                    0-2-0    -34.6796
1975        Plymouth St                     4-1-0    -34.7591
1976        Wabash                          3-2-0    -34.7749
1977        Beloit                          1-3-0    -34.8023
1978        Norwich                         3-1-0    -34.8048
1979        Grinnell                        2-2-0    -34.889
1980        Lakeland                        2-3-0    -34.9149
1981        UMass-Dartmouth                 1-2-0    -35.401
1982        Husson                          1-2-0    -35.6982
1983        Culver-Stockton                 0-2-0    -35.7902
1984        St Mary KS                      2-3-0    -35.8683
1985        Eureka                          0-5-0    -35.8816
1986        Missouri Valley                 5-0-0    -35.9405
1987        Illinois College                0-1-0    -35.9656
1988        Graceland                       0-2-0    -36.0126
1989        Curry                           3-2-0    -36.0996
1990        La Verne                        0-1-0    -36.2062
1991        Ohio Wesleyan                   2-3-0    -36.3078
1992        Anderson                        1-3-0    -36.3318
1993        Rose-Hulman                     5-0-0    -36.3925
1994        Monmouth IL                     3-1-0    -36.4346
1995        Fitchburg St                    0-2-0    -36.5078
1996        Dubuque                         4-1-0    -36.9625
1997        Virginia St                     4-1-0    -37.1329
1998        Plymouth St                     2-2-0    -37.1563
1999        Sterling                        4-2-0    -37.1931
2000        Kenyon                          0-3-0    -37.3092
2001        St Scholastica                  2-0-0    -37.3327
2002        Culver-Stockton                 0-1-0    -37.43
2003        Bluffton                        2-2-0    -37.5578
2004        Oberlin                         2-2-0    -37.5954
2005        Washington U.                   5-0-0    -37.6583
2006        Bridgewater St MA               2-1-0    -37.7318
2007        Cornell IA                      0-2-0    -37.7511
2008        Bridgewater St MA               0-2-0    -37.8826
2009        Coast Guard                     0-2-0    -37.8826
2010        Sacred Heart                    0-1-0    -38.2765
2011        Curry                           3-1-0    -38.3821
2012        Macalester                      1-2-0    -38.3845
2013        Wittenberg                      6-0-0    -38.4337
2014        Ottawa                          4-1-0    -38.6449
2015        Rockford                        0-3-0    -38.7904
2016        William Paterson                1-1-0    -38.9346
2017        Maryville                       3-1-0    -38.9407
2018        Wisconsin Lutheran              4-1-0    -39.0702
2019        Haskell                         1-2-0    -39.0727
2020        Mayville St                     0-2-0    -39.2224
2021        Trine                           5-0-0    -39.254
2022        McDaniel                        1-0-0    -39.3123
2023        Waldorf                         3-2-0    -39.5246
2024        MacMurray                       0-2-0    -39.6816
2025        Rowan                           3-0-0    -39.9346
2026        Carroll WI                      3-2-0    -39.9568
2027        Wisconsin Lutheran              2-3-0    -40.1054
2028        Centre                          3-1-0    -40.2263
2029        Valley City St                  3-1-0    -40.2563
2030        Benedictine KS                  5-1-0    -40.3938
2031        Allegheny                       4-1-0    -40.5438
2032        Worcester St                    0-1-0    -40.8229
2033        Trinity Bible                   0-2-0    -40.9477
2034        Minot St                        3-1-0    -41.0216
2035        Minnesota-Morris                2-1-0    -41.4877
2036        Trinity Bible                   0-4-0    -41.6267
2037        MIT                             1-1-0    -41.6815
2038        Sewanee                         1-2-0    -41.7972
2039        St Norbert                      3-1-0    -41.8497
2040        Kenyon                          0-2-0    -41.9645
2041        MacMurray                       0-3-0    -42.0529
2042        Lake Forest                     2-3-0    -42.1221
2043        Concordia NE                    1-1-0    -42.1705
2044        Worcester St                    4-1-0    -42.322
2045        Westfield St                    4-1-0    -42.5031
2046        Endicott                        0-1-0    -42.5807
2047        Avila                           1-2-0    -42.5911
2048        Nichols                         0-1-0    -42.6433
2049        Mayville St                     1-2-0    -42.7528
2050        Carroll WI                      4-0-0    -43.0273
2051        MidAmerica Nazarene             5-0-0    -43.157
2052        Southwestern KS                 2-3-0    -43.2872
2053        St Norbert                      4-1-0    -43.335
2054        Earlham                         0-2-0    -43.5151
2055        Concordia IL                    4-0-0    -43.8364
2056        Nichols                         0-2-0    -43.882
2057        Crown                           4-1-0    -43.927
2058        Concordia IL                    4-2-0    -44.0234
2059        Bethany WV                      0-1-0    -44.377
2060        Geneva                          0-1-0    -44.377
2061        Thiel                           0-1-0    -44.377
2062        Maranatha Baptist               0-2-0    -44.8584
2063        Monmouth IL                     3-1-0    -45.2913
2064        Maranatha Baptist               1-2-0    -45.8398
2065        Minnesota-Crookston             1-1-0    -46.4279
2066        SW Assem of God                 2-1-0    -46.4481
2067        Benedictine IL                  4-1-0    -46.9956
2068        Mass Maritime                   3-1-0    -47.1133
2069        Martin Luther                   2-0-0    -47.1158
2070        Hiram                           1-2-0    -47.7764
2071        Greenville                      4-0-0    -48.4291
2072        Concordia WI                    2-2-0    -48.7341
2073        Lakeland                        2-0-0    -48.9291
2074        Kean                            0-1-0    -49.2455
2075        MacMurray                       0-3-0    -49.6263
2076        Macalester                      5-1-0    -49.634
2077        Grove City                      3-1-0    -50.2027
2078        Martin Luther                   3-2-0    -50.5692
2079        Crown                           2-2-0    -50.814
2080        Minnesota-Morris                3-2-0    -52.2364
2081        Salve Regina                    2-0-0    -52.2589
2082        Central Methodist               2-1-0    -52.521
2083        Becker                          0-1-0    -52.6058
2084        Denison                         2-1-0    -52.886
2085        Bethany KS                      3-1-0    -53.4681
2086        St Scholastica                  5-0-0    -55.6026
2087        Eureka                          2-1-0    -56.0296
2088        Westminster MO                  2-2-0    -56.2437
2089        Northwestern MN                 1-1-0    -57.9737
2090        Shenandoah                      1-0-0    -58.7263
2091        Aurora                          3-1-0    -59.5312
