Rank     Team                            W-L-T    Rating
1951        Maine Maritime                  0-1-0    -48.2583
1952        FDU-Florham                     1-2-0    -48.2728
1953        Alfred                          0-3-0    -48.2949
1954        Kalamazoo                       0-1-0    -48.3966
1955        Wilmington                      1-2-0    -48.4011
1956        Mayville St                     1-4-0    -48.5903
1957        Morrisville St                  0-3-0    -48.6184
1958        Nichols                         1-3-0    -48.6535
1959        Southwestern KS                 0-2-0    -48.7109
1960        Allegheny                       0-2-0    -48.7631
1961        Pomona-Pitzer                   0-1-0    -48.8465
1962        LaGrange                        2-3-0    -48.9083
1963        Lakeland                        0-2-0    -49.058
1964        Black Hills St                  0-1-0    -49.2865
1965        WPI                             1-2-0    -49.295
1966        Occidental                      0-2-0    -49.3109
1967        Sterling                        0-4-0    -49.4752
1968        Southwestern KS                 1-3-0    -49.5567
1969        Claremont-Mudd-Scripps          0-2-0    -49.6098
1970        Waldorf                         1-2-0    -49.6695
1971        Westminster MO                  0-2-0    -49.6812
1972        Lycoming                        0-1-0    -49.8418
1973        Pomona-Pitzer                   0-4-0    -49.9267
1974        Mayville St                     2-2-0    -49.9326
1975        Albany St GA                    0-1-0    -49.9748
1976        Crown                           1-3-0    -50.0843
1977        Fitchburg St                    0-2-0    -50.2281
1978        Grinnell                        0-1-0    -50.3128
1979        Concordia MI                    0-1-0    -50.3843
1980        Mt St Joseph                    0-1-0    -50.5223
1981        Lakeland                        1-2-0    -50.5549
1982        Plymouth St                     0-1-0    -50.5605
1983        Kentucky Wesleyan               0-1-0    -50.7009
1984        St Joseph's IN                  0-1-0    -50.7009
1985        Bluffton                        3-1-0    -50.8238
1986        Earlham                         0-3-0    -50.8512
1987        Thiel                           0-2-0    -50.9801
1988        UMass-Dartmouth                 0-2-0    -51.1952
1989        Becker                          0-3-0    -51.2836
1990        Occidental                      0-3-0    -51.3289
1991        Geneva                          1-3-0    -51.6999
1992        Bethel KS                       0-2-0    -51.7444
1993        Hiram                           0-3-0    -51.7862
1994        Hiram                           0-1-0    -52.1045
1995        Crown                           0-1-0    -52.2731
1996        Texas Lutheran                  0-1-0    -52.2984
1997        Bluffton                        3-2-0    -52.4243
1998        Susquehanna                     0-1-0    -52.6569
1999        Friends                         0-2-0    -52.733
2000        WPI                             0-1-0    -52.9976
2001        Nichols                         0-3-0    -53.0206
2002        Culver-Stockton                 0-3-0    -53.1675
2003        Martin Luther                   0-1-0    -53.3263
2004        Bethel KS                       0-6-0    -53.7422
2005        UMass-Dartmouth                 1-3-0    -53.9356
2006        Ave Maria                       0-4-0    -54.6591
2007        Beloit                          0-2-0    -54.8472
2008        Beloit                          0-3-0    -55.3695
2009        Ave Maria                       0-1-0    -55.5022
2010        St Vincent                      0-4-0    -55.5026
2011        Anna Maria                      0-4-0    -55.6636
2012        Frostburg St                    0-2-0    -55.6966
2013        TAMU-Commerce                   0-2-0    -55.7986
2014        Olivet                          0-3-0    -55.8043
2015        Trinity Bible                   0-1-0    -55.8286
2016        Crown                           0-1-0    -55.8286
2017        Greensboro                      0-1-0    -56.0005
2018        Virginia-Wise                   0-1-0    -56.0109
2019        Defiance                        1-4-0    -56.1872
2020        Monmouth IL                     0-2-0    -56.2027
2021        Fitchburg St                    0-3-0    -56.3101
2022        Rockford                        0-2-0    -56.4038
2023        Hamline                         0-1-0    -56.4501
2024        Apprentice                      0-3-0    -56.4577
2025        Curry                           0-1-0    -56.4798
2026        Waldorf                         0-1-0    -56.4824
2027        Greenville                      0-1-0    -56.5238
2028        Hiram                           0-4-0    -56.6893
2029        Husson                          0-2-0    -56.7041
2030        Haskell                         0-3-0    -56.7316
2031        Chicago                         0-1-0    -56.8996
2032        Maranatha Baptist               0-3-0    -57.072
2033        Ripon                           0-1-0    -57.1909
2034        North Carolina Wesleyan         0-4-0    -57.2047
2035        Western New England             0-1-0    -57.254
2036        Maranatha Baptist               0-3-0    -57.4328
2037        Beloit                          0-3-0    -57.6556
2038        Plymouth St                     0-3-0    -57.8178
2039        Framingham St                   0-1-0    -57.9931
2040        Allegheny                       0-3-0    -58.0055
2041        Misericordia                    0-2-0    -58.0926
2042        Peru St                         0-1-0    -58.1891
2043        Marietta                        0-4-0    -58.3447
2044        Martin Luther                   0-2-0    -58.5646
2045        Olivet                          0-5-0    -58.6678
2046        St Norbert                      0-2-0    -58.6777
2047        Merchant Marine                 0-1-0    -58.922
2048        Mt St Joseph                    0-2-0    -59.3273
2049        Marietta                        0-1-0    -59.3955
2050        Claremont-Mudd-Scripps          0-2-0    -59.4619
2051        Rockford                        0-3-0    -59.7865
2052        Trine                           0-1-0    -59.9257
2053        Butler                          0-1-0    -60.3481
2054        Earlham                         0-1-0    -60.6337
2055        Oberlin                         0-1-0    -60.6664
2056        Presentation                    0-3-0    -60.7969
2057        Bethel KS                       0-2-0    -60.9085
2058        Nebraska Wesleyan               0-1-0    -60.9914
2059        St Lawrence                     0-1-0    -61.0672
2060        MacMurray                       0-1-0    -61.0894
2061        WPI                             1-3-0    -61.2494
2062        Wilmington                      0-3-0    -61.2556
2063        Maine Maritime                  0-3-0    -61.805
2064        Defiance                        0-2-0    -61.8603
2065        St Lawrence                     0-4-0    -62.2792
2066        Haskell                         0-1-0    -62.5022
2067        Hiram                           0-2-0    -64.4787
2068        Concordia MI                    0-3-0    -64.6324
2069        Anderson                        0-4-0    -64.7881
2070        Becker                          0-2-0    -64.8918
2071        Webber Int'l                    0-1-0    -65.0067
2072        Beloit                          0-2-0    -65.149
2073        Haskell                         0-1-0    -65.3065
2074        Haskell                         1-3-0    -65.7935
2075        Christopher Newport             0-1-0    -65.8347
2076        DePauw                          0-1-0    -66.102
2077        Maine Maritime                  0-4-0    -66.1345
2078        Lakeland                        0-1-0    -66.8238
2079        Dakota St                       0-1-0    -67.0532
2080        St Vincent                      0-2-0    -67.5849
2081        Earlham                         1-3-0    -67.6212
2082        Maranatha Baptist               0-2-0    -67.8361
2083        Plymouth St                     1-1-0    -68.0093
2084        Grove City                      0-1-0    -68.1602
2085        Shenandoah                      0-1-0    -68.2598
2086        Anna Maria                      0-1-0    -68.7164
2087        Husson                          0-2-0    -69.857
2088        Wilmington                      0-2-0    -70.6186
2089        Wooster                         0-1-0    -71.102
2090        Trinity Bible                   0-4-0    -71.193
2091        Trinity Bible                   1-1-0    -72.5531
2092        Anderson                        0-1-0    -72.813
2093        Anderson                        0-3-0    -72.9162
2094        Curry                           0-1-0    -74.1757
2095        Denison                         0-1-0    -74.7478
2096        Earlham                         0-1-0    -75.8899
2097        Hope                            0-1-0    -76.9257
2098        Maine Maritime                  0-1-0    -76.9356
2099        Rockford                        0-1-0    -79.0399
2100        Misericordia                    0-1-0    -79.1992
2101        Anderson                        0-2-0    -80.0517
2102        Trinity Bible                   0-1-0    -80.859
2103        Kalamazoo                       0-1-0    -80.9257
2104        Presentation                    0-2-0    -81.6293
2105        Kenyon                          0-1-0    -83.498
2106        Maranatha Baptist               0-2-0    -86.5841
